Evaluate score: [0.736201116671929, 0.7740384340286255]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5512, 0, ON, 5591, 0, ON
6241, 0, OFF, 6623, 0, OFF
5588, 0, ON, 5580, 0, ON
6285, 0, OFF, 6584, 0, OFF
5539, 0, ON, 5551, 0, ON
6197, 0, OFF, 6611, 0, OFF
5603, 0, ON, 5603, 0, ON
6181, 0, OFF, 7094, 0, OFF
5198, 1, ON, 5374, 1, ON
6333, 8, OFF, 6290, 1, OFF
5252, 1, ON, 5562, 1, ON
6355, 1, OFF, 6409, 1, OFF
5173, 1, ON, 5564, 1, ON
6471, 0, OFF, 6944, 1, OFF
5048, 1, ON, 5616, 1, ON
6289, 8, OFF, 6597, 1, OFF
5385, 10, ON, 5383, 10, ON
6279, 10, OFF, 6320, 10, OFF
5093, 10, ON, 5463, 10, ON
6437, 10, OFF, 6430, 10, OFF
5393, 10, ON, 5627, 10, ON
6554, 10, OFF, 6569, 10, OFF
5378, 10, ON, 5514, 10, ON
6379, 11, OFF, 7009, 10, OFF
5214, 11, ON, 5488, 11, ON
6631, 11, OFF, 6529, 11, OFF
5117, 11, ON, 5483, 11, ON
6542, 11, OFF, 6461, 11, OFF
5281, 11, ON, 5508, 11, ON
6587, 11, OFF, 6512, 11, OFF
5289, 11, ON, 5456, 11, ON
6450, 11, OFF, 6451, 11, OFF
6391, 13, ON, 5538, 12, ON
6607, 0, OFF, 6556, 12, OFF
6363, 13, ON, 5513, 12, ON
6453, 11, OFF, 6481, 12, OFF
5503, 0, ON, 5529, 12, ON
6524, 0, OFF, 6514, 12, OFF
5249, 18, ON, 5569, 12, ON
6545, 11, OFF, 6734, 12, OFF
5715, 13, ON, 5512, 13, ON
6513, 13, OFF, 6442, 13, OFF
3835, 18, ON, 5630, 13, ON
6467, 13, OFF, 6570, 13, OFF
5265, 13, ON, 5399, 13, ON
6502, 13, OFF, 6858, 13, OFF
5256, 13, ON, 5535, 13, ON
6424, 13, OFF, 6939, 13, OFF
6039, 14, ON, 5539, 14, ON
6266, 14, OFF, 6516, 14, OFF
5887, 14, ON, 5572, 14, ON
6350, 14, OFF, 6379, 14, OFF
5514, 14, ON, 5412, 14, ON
6272, 14, OFF, 6615, 14, OFF
5730, 14, ON, 5534, 14, ON
6405, 14, OFF, 6595, 14, OFF
3899, 15, ON, 5602, 15, ON
6369, 15, OFF, 6583, 15, OFF
5450, 15, ON, 5444, 15, ON
6332, 13, OFF, 6511, 15, OFF
5520, 15, ON, 5551, 15, ON
6410, 15, OFF, 6573, 15, OFF
5994, 15, ON, 5457, 15, ON
6143, 15, OFF, 6942, 15, OFF
5381, 16, ON, 5384, 16, ON
6495, 0, OFF, 6429, 16, OFF
5540, 3, ON, 5388, 16, ON
6225, 0, OFF, 6369, 16, OFF
5746, 17, ON, 5552, 16, ON
6564, 0, OFF, 6645, 16, OFF
5069, 17, ON, 5591, 16, ON
6621, 0, OFF, 6708, 16, OFF
4741, 13, ON, 5367, 17, ON
6119, 19, OFF, 6377, 17, OFF
5167, 16, ON, 5425, 17, ON
6331, 0, OFF, 6415, 17, OFF
5112, 17, ON, 5581, 17, ON
6393, 19, OFF, 6626, 17, OFF
5052, 16, ON, 5424, 17, ON
6449, 0, OFF, 6431, 17, OFF
5519, 0, ON, 5495, 18, ON
7322, 18, OFF, 6519, 18, OFF
5547, 0, ON, 5468, 18, ON
6263, 18, OFF, 6377, 18, OFF
5590, 18, ON, 5474, 18, ON
6676, 18, OFF, 6431, 18, OFF
5709, 0, ON, 5665, 18, ON
6406, 18, OFF, 6663, 18, OFF
4325, 17, ON, 5609, 19, ON
6792, 19, OFF, 6545, 19, OFF
1681, 5, ON, 5628, 19, ON
7154, 17, OFF, 6531, 19, OFF
5816, 19, ON, 5517, 19, ON
6966, 19, OFF, 6527, 19, OFF
5283, 17, ON, 5664, 19, ON
6872, 25, OFF, 6740, 19, OFF
3530, 15, ON, 5602, 2, ON
6410, 6, OFF, 6600, 2, OFF
6173, 0, ON, 5416, 2, ON
6344, 7, OFF, 6395, 2, OFF
6155, 15, ON, 5513, 2, ON
6543, 6, OFF, 6466, 2, OFF
5739, 15, ON, 5490, 2, ON
6369, 7, OFF, 6440, 2, OFF
4868, 20, ON, 5446, 20, ON
6217, 22, OFF, 6399, 20, OFF
5369, 20, ON, 5517, 20, ON
6213, 22, OFF, 6409, 20, OFF
5142, 20, ON, 5490, 20, ON
6673, 22, OFF, 6473, 20, OFF
5177, 22, ON, 5417, 20, ON
6477, 22, OFF, 6280, 20, OFF
5447, 17, ON, 5528, 21, ON
6460, 15, OFF, 6550, 21, OFF
5288, 16, ON, 5404, 21, ON
5926, 0, OFF, 6376, 21, OFF
5567, 16, ON, 5459, 21, ON
6211, 0, OFF, 6426, 21, OFF
5020, 16, ON, 5433, 21, ON
6640, 17, OFF, 6659, 21, OFF
4522, 22, ON, 5400, 22, ON
6673, 22, OFF, 6353, 22, OFF
5499, 22, ON, 5401, 22, ON
7047, 22, OFF, 6290, 22, OFF
5696, 22, ON, 5519, 22, ON
6752, 22, OFF, 6511, 22, OFF
4807, 22, ON, 5445, 22, ON
6418, 22, OFF, 6334, 22, OFF
5075, 23, ON, 5564, 23, ON
6236, 23, OFF, 6451, 23, OFF
5266, 23, ON, 5453, 23, ON
6838, 23, OFF, 6361, 23, OFF
5490, 23, ON, 5524, 23, ON
6932, 23, OFF, 6409, 23, OFF
5725, 23, ON, 5546, 23, ON
6330, 23, OFF, 6553, 23, OFF
5579, 1, ON, 5441, 24, ON
6435, 23, OFF, 6384, 24, OFF
5712, 24, ON, 5631, 24, ON
6279, 0, OFF, 6601, 24, OFF
5532, 1, ON, 5474, 24, ON
6254, 14, OFF, 6504, 24, OFF
5519, 23, ON, 5552, 24, ON
5925, 14, OFF, 7026, 24, OFF
5743, 25, ON, 5521, 25, ON
6521, 0, OFF, 6433, 25, OFF
5012, 19, ON, 5479, 25, ON
6858, 0, OFF, 6539, 25, OFF
5680, 25, ON, 5398, 25, ON
6794, 19, OFF, 6347, 25, OFF
5638, 17, ON, 5479, 25, ON
6646, 21, OFF, 6452, 25, OFF
5322, 3, ON, 5412, 3, ON
6252, 6, OFF, 6334, 3, OFF
5540, 0, ON, 5536, 3, ON
6493, 8, OFF, 6800, 3, OFF
5219, 3, ON, 5403, 3, ON
6283, 6, OFF, 6246, 3, OFF
4703, 5, ON, 5625, 3, ON
6647, 8, OFF, 6550, 3, OFF
5283, 4, ON, 5382, 4, ON
6422, 4, OFF, 6358, 4, OFF
5295, 4, ON, 5475, 4, ON
6607, 4, OFF, 6516, 4, OFF
5263, 4, ON, 5427, 4, ON
6601, 7, OFF, 6478, 4, OFF
5518, 4, ON, 5489, 4, ON
6685, 10, OFF, 6562, 4, OFF
5338, 5, ON, 5553, 5, ON
6145, 5, OFF, 6583, 5, OFF
5979, 0, ON, 5422, 5, ON
6112, 5, OFF, 6452, 5, OFF
5515, 5, ON, 5539, 5, ON
6208, 5, OFF, 6581, 5, OFF
5337, 5, ON, 5658, 5, ON
6148, 5, OFF, 6683, 5, OFF
4038, 18, ON, 5601, 6, ON
6521, 8, OFF, 6475, 6, OFF
5536, 0, ON, 5529, 6, ON
6422, 6, OFF, 6502, 6, OFF
5476, 6, ON, 5486, 6, ON
6260, 8, OFF, 6305, 6, OFF
5576, 6, ON, 5508, 6, ON
6476, 6, OFF, 6702, 6, OFF
5464, 7, ON, 5376, 7, ON
6323, 7, OFF, 6311, 7, OFF
5374, 7, ON, 5484, 7, ON
6591, 7, OFF, 6411, 7, OFF
5552, 7, ON, 5555, 7, ON
6571, 7, OFF, 6744, 7, OFF
5307, 7, ON, 5452, 7, ON
6627, 7, OFF, 6433, 7, OFF
5310, 5, ON, 5566, 8, ON
6422, 8, OFF, 6544, 8, OFF
5305, 8, ON, 5498, 8, ON
6299, 6, OFF, 6352, 8, OFF
5067, 18, ON, 5643, 8, ON
6373, 8, OFF, 6548, 8, OFF
5362, 8, ON, 5557, 8, ON
6419, 8, OFF, 6508, 8, OFF
6423, 13, ON, 5539, 9, ON
6478, 9, OFF, 6542, 9, OFF
3977, 12, ON, 5453, 9, ON
6744, 9, OFF, 6348, 9, OFF
5098, 0, ON, 5446, 9, ON
6898, 9, OFF, 6475, 9, OFF
3537, 5, ON, 5654, 9, ON
6575, 9, OFF, 6642, 9, OFF
Accuracy: 37.02, Detection Accuracy: 62.98, Classification Accuracy: 56.73, Event Type Accuracy: 100.00
