Evaluate score: [0.6865056065412668, 0.807692289352417]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5410, 0, ON, 5591, 0, ON
6122, 0, OFF, 6623, 0, OFF
5425, 0, ON, 5580, 0, ON
6165, 0, OFF, 6584, 0, OFF
5434, 0, ON, 5551, 0, ON
6059, 0, OFF, 6611, 0, OFF
5437, 0, ON, 5603, 0, ON
6048, 0, OFF, 7094, 0, OFF
4849, 1, ON, 5374, 1, ON
6262, 0, OFF, 6290, 1, OFF
5143, 1, ON, 5562, 1, ON
6227, 1, OFF, 6409, 1, OFF
5118, 1, ON, 5564, 1, ON
6429, 0, OFF, 6944, 1, OFF
4968, 1, ON, 5616, 1, ON
6192, 6, OFF, 6597, 1, OFF
5150, 10, ON, 5383, 10, ON
6323, 10, OFF, 6320, 10, OFF
4938, 10, ON, 5463, 10, ON
6506, 10, OFF, 6430, 10, OFF
5214, 10, ON, 5627, 10, ON
6527, 10, OFF, 6569, 10, OFF
5063, 10, ON, 5514, 10, ON
6445, 11, OFF, 7009, 10, OFF
4977, 11, ON, 5488, 11, ON
6605, 11, OFF, 6529, 11, OFF
4959, 11, ON, 5483, 11, ON
6504, 11, OFF, 6461, 11, OFF
5037, 11, ON, 5508, 11, ON
6599, 11, OFF, 6512, 11, OFF
5109, 11, ON, 5456, 11, ON
6541, 13, OFF, 6451, 11, OFF
6384, 17, ON, 5538, 12, ON
6633, 4, OFF, 6556, 12, OFF
5687, 13, ON, 5513, 12, ON
6434, 11, OFF, 6481, 12, OFF
5536, 0, ON, 5529, 12, ON
6452, 4, OFF, 6514, 12, OFF
5128, 0, ON, 5569, 12, ON
6423, 11, OFF, 6734, 12, OFF
5588, 13, ON, 5512, 13, ON
6499, 13, OFF, 6442, 13, OFF
4178, 15, ON, 5630, 13, ON
6478, 13, OFF, 6570, 13, OFF
4720, 13, ON, 5399, 13, ON
6511, 13, OFF, 6858, 13, OFF
5264, 13, ON, 5535, 13, ON
6433, 13, OFF, 6939, 13, OFF
5994, 14, ON, 5539, 14, ON
6214, 14, OFF, 6516, 14, OFF
5737, 14, ON, 5572, 14, ON
6328, 14, OFF, 6379, 14, OFF
5097, 14, ON, 5412, 14, ON
6116, 14, OFF, 6615, 14, OFF
5345, 14, ON, 5534, 14, ON
6228, 14, OFF, 6595, 14, OFF
4051, 15, ON, 5602, 15, ON
6404, 15, OFF, 6583, 15, OFF
5673, 15, ON, 5444, 15, ON
6295, 13, OFF, 6511, 15, OFF
5114, 15, ON, 5551, 15, ON
6417, 15, OFF, 6573, 15, OFF
5745, 15, ON, 5457, 15, ON
6164, 15, OFF, 6942, 15, OFF
5219, 16, ON, 5384, 16, ON
6646, 13, OFF, 6429, 16, OFF
5470, 16, ON, 5388, 16, ON
6155, 0, OFF, 6369, 16, OFF
5550, 17, ON, 5552, 16, ON
6425, 0, OFF, 6645, 16, OFF
4963, 17, ON, 5591, 16, ON
6570, 0, OFF, 6708, 16, OFF
4838, 13, ON, 5367, 17, ON
6476, 19, OFF, 6377, 17, OFF
5026, 16, ON, 5425, 17, ON
6546, 13, OFF, 6415, 17, OFF
5067, 17, ON, 5581, 17, ON
6417, 19, OFF, 6626, 17, OFF
5555, 16, ON, 5424, 17, ON
6698, 0, OFF, 6431, 17, OFF
5360, 0, ON, 5495, 18, ON
7213, 18, OFF, 6519, 18, OFF
5355, 0, ON, 5468, 18, ON
6448, 18, OFF, 6377, 18, OFF
5392, 0, ON, 5474, 18, ON
6459, 18, OFF, 6431, 18, OFF
5506, 0, ON, 5665, 18, ON
6078, 18, OFF, 6663, 18, OFF
5095, 17, ON, 5609, 19, ON
6949, 19, OFF, 6545, 19, OFF
2927, 17, ON, 5628, 19, ON
6659, 17, OFF, 6531, 19, OFF
6042, 22, ON, 5517, 19, ON
6772, 19, OFF, 6527, 19, OFF
5390, 17, ON, 5664, 19, ON
6643, 19, OFF, 6740, 19, OFF
3480, 15, ON, 5602, 2, ON
6349, 7, OFF, 6600, 2, OFF
5286, 0, ON, 5416, 2, ON
6306, 7, OFF, 6395, 2, OFF
5406, 15, ON, 5513, 2, ON
6476, 6, OFF, 6466, 2, OFF
5298, 15, ON, 5490, 2, ON
6293, 7, OFF, 6440, 2, OFF
4693, 20, ON, 5446, 20, ON
6133, 22, OFF, 6399, 20, OFF
5069, 20, ON, 5517, 20, ON
6185, 22, OFF, 6409, 20, OFF
4932, 20, ON, 5490, 20, ON
6660, 22, OFF, 6473, 20, OFF
4742, 22, ON, 5417, 20, ON
6069, 22, OFF, 6280, 20, OFF
5544, 17, ON, 5528, 21, ON
6499, 15, OFF, 6550, 21, OFF
5319, 16, ON, 5404, 21, ON
6139, 13, OFF, 6376, 21, OFF
5364, 16, ON, 5459, 21, ON
6413, 15, OFF, 6426, 21, OFF
5097, 16, ON, 5433, 21, ON
6488, 17, OFF, 6659, 21, OFF
3537, 0, ON, 5400, 22, ON
6476, 22, OFF, 6353, 22, OFF
4574, 22, ON, 5401, 22, ON
6625, 22, OFF, 6290, 22, OFF
4826, 22, ON, 5519, 22, ON
6997, 22, OFF, 6511, 22, OFF
4088, 22, ON, 5445, 22, ON
6154, 22, OFF, 6334, 22, OFF
4894, 23, ON, 5564, 23, ON
6269, 23, OFF, 6451, 23, OFF
4394, 23, ON, 5453, 23, ON
6809, 23, OFF, 6361, 23, OFF
4746, 23, ON, 5524, 23, ON
7186, 23, OFF, 6409, 23, OFF
4926, 23, ON, 5546, 23, ON
6653, 23, OFF, 6553, 23, OFF
4706, 23, ON, 5441, 24, ON
6548, 23, OFF, 6384, 24, OFF
5413, 2, ON, 5631, 24, ON
6326, 0, OFF, 6601, 24, OFF
4717, 23, ON, 5474, 24, ON
6745, 23, OFF, 6504, 24, OFF
5219, 23, ON, 5552, 24, ON
6285, 14, OFF, 7026, 24, OFF
5906, 25, ON, 5521, 25, ON
6720, 0, OFF, 6433, 25, OFF
5006, 0, ON, 5479, 25, ON
6965, 0, OFF, 6539, 25, OFF
5240, 25, ON, 5398, 25, ON
6512, 19, OFF, 6347, 25, OFF
5320, 17, ON, 5479, 25, ON
6925, 0, OFF, 6452, 25, OFF
4625, 3, ON, 5412, 3, ON
6283, 6, OFF, 6334, 3, OFF
5731, 0, ON, 5536, 3, ON
6391, 6, OFF, 6800, 3, OFF
4891, 3, ON, 5403, 3, ON
6228, 6, OFF, 6246, 3, OFF
4963, 5, ON, 5625, 3, ON
6534, 6, OFF, 6550, 3, OFF
4909, 4, ON, 5382, 4, ON
6320, 4, OFF, 6358, 4, OFF
5045, 4, ON, 5475, 4, ON
6467, 4, OFF, 6516, 4, OFF
4952, 4, ON, 5427, 4, ON
6507, 7, OFF, 6478, 4, OFF
5135, 4, ON, 5489, 4, ON
6648, 10, OFF, 6562, 4, OFF
5559, 5, ON, 5553, 5, ON
5972, 0, OFF, 6583, 5, OFF
5368, 0, ON, 5422, 5, ON
5978, 0, OFF, 6452, 5, OFF
5686, 17, ON, 5539, 5, ON
6015, 0, OFF, 6581, 5, OFF
5418, 5, ON, 5658, 5, ON
6025, 5, OFF, 6683, 5, OFF
3862, 5, ON, 5601, 6, ON
6363, 6, OFF, 6475, 6, OFF
5415, 6, ON, 5529, 6, ON
6326, 6, OFF, 6502, 6, OFF
5167, 6, ON, 5486, 6, ON
6282, 6, OFF, 6305, 6, OFF
5348, 6, ON, 5508, 6, ON
6333, 6, OFF, 6702, 6, OFF
5067, 7, ON, 5376, 7, ON
6369, 7, OFF, 6311, 7, OFF
5020, 7, ON, 5484, 7, ON
6458, 7, OFF, 6411, 7, OFF
5289, 7, ON, 5555, 7, ON
6335, 7, OFF, 6744, 7, OFF
4943, 7, ON, 5452, 7, ON
