Evaluate score: [0.43471959004035365, 0.8221153616905212]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5646, 0, ON, 5591, 0, ON
6551, 0, OFF, 6623, 0, OFF
5697, 0, ON, 5580, 0, ON
6537, 0, OFF, 6584, 0, OFF
5591, 0, ON, 5551, 0, ON
6511, 0, OFF, 6611, 0, OFF
5592, 18, ON, 5603, 0, ON
6560, 0, OFF, 7094, 0, OFF
5616, 1, ON, 5374, 1, ON
6374, 1, OFF, 6290, 1, OFF
5550, 1, ON, 5562, 1, ON
6418, 1, OFF, 6409, 1, OFF
5610, 1, ON, 5564, 1, ON
6568, 1, OFF, 6944, 1, OFF
5670, 1, ON, 5616, 1, ON
6487, 1, OFF, 6597, 1, OFF
5677, 10, ON, 5383, 10, ON
6446, 10, OFF, 6320, 10, OFF
5772, 10, ON, 5463, 10, ON
6594, 10, OFF, 6430, 10, OFF
5593, 10, ON, 5627, 10, ON
6622, 10, OFF, 6569, 10, OFF
5603, 10, ON, 5514, 10, ON
6735, 10, OFF, 7009, 10, OFF
5704, 0, ON, 5488, 11, ON
6684, 11, OFF, 6529, 11, OFF
5621, 0, ON, 5483, 11, ON
6628, 11, OFF, 6461, 11, OFF
5568, 0, ON, 5508, 11, ON
6827, 11, OFF, 6512, 11, OFF
5594, 0, ON, 5456, 11, ON
6681, 11, OFF, 6451, 11, OFF
5528, 12, ON, 5538, 12, ON
6562, 12, OFF, 6556, 12, OFF
5465, 12, ON, 5513, 12, ON
6552, 12, OFF, 6481, 12, OFF
5938, 12, ON, 5529, 12, ON
6560, 12, OFF, 6514, 12, OFF
6236, 12, ON, 5569, 12, ON
6904, 12, OFF, 6734, 12, OFF
5645, 13, ON, 5512, 13, ON
6603, 13, OFF, 6442, 13, OFF
5837, 0, ON, 5630, 13, ON
6652, 13, OFF, 6570, 13, OFF
5537, 13, ON, 5399, 13, ON
6672, 13, OFF, 6858, 13, OFF
5853, 13, ON, 5535, 13, ON
6596, 13, OFF, 6939, 13, OFF
5426, 14, ON, 5539, 14, ON
6503, 14, OFF, 6516, 14, OFF
5739, 14, ON, 5572, 14, ON
6532, 14, OFF, 6379, 14, OFF
5762, 14, ON, 5412, 14, ON
6591, 14, OFF, 6615, 14, OFF
5306, 14, ON, 5534, 14, ON
6579, 14, OFF, 6595, 14, OFF
