Evaluate score: [0.4531226788575833, 0.8509615659713745]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5613, 0, ON, 5591, 0, ON
6429, 0, OFF, 6623, 0, OFF
5611, 0, ON, 5580, 0, ON
6428, 0, OFF, 6584, 0, OFF
5532, 0, ON, 5551, 0, ON
6423, 0, OFF, 6611, 0, OFF
5486, 0, ON, 5603, 0, ON
6453, 0, OFF, 7094, 0, OFF
5395, 1, ON, 5374, 1, ON
6272, 1, OFF, 6290, 1, OFF
5528, 1, ON, 5562, 1, ON
6274, 1, OFF, 6409, 1, OFF
5581, 1, ON, 5564, 1, ON
6315, 0, OFF, 6944, 1, OFF
5616, 1, ON, 5616, 1, ON
6273, 1, OFF, 6597, 1, OFF
5661, 10, ON, 5383, 10, ON
6479, 10, OFF, 6320, 10, OFF
5678, 10, ON, 5463, 10, ON
6655, 11, OFF, 6430, 10, OFF
5539, 10, ON, 5627, 10, ON
6700, 10, OFF, 6569, 10, OFF
5551, 10, ON, 5514, 10, ON
6797, 11, OFF, 7009, 10, OFF
5590, 0, ON, 5488, 11, ON
6592, 11, OFF, 6529, 11, OFF
5389, 0, ON, 5483, 11, ON
6618, 11, OFF, 6461, 11, OFF
5395, 0, ON, 5508, 11, ON
6753, 11, OFF, 6512, 11, OFF
5375, 0, ON, 5456, 11, ON
6621, 11, OFF, 6451, 11, OFF
5666, 12, ON, 5538, 12, ON
6547, 12, OFF, 6556, 12, OFF
5409, 12, ON, 5513, 12, ON
6555, 12, OFF, 6481, 12, OFF
5897, 12, ON, 5529, 12, ON
6624, 12, OFF, 6514, 12, OFF
6094, 12, ON, 5569, 12, ON
6800, 12, OFF, 6734, 12, OFF
5801, 13, ON, 5512, 13, ON
6643, 13, OFF, 6442, 13, OFF
6052, 13, ON, 5630, 13, ON
6617, 13, OFF, 6570, 13, OFF
5988, 13, ON, 5399, 13, ON
6669, 13, OFF, 6858, 13, OFF
5866, 13, ON, 5535, 13, ON
6663, 13, OFF, 6939, 13, OFF
5619, 14, ON, 5539, 14, ON
6361, 14, OFF, 6516, 14, OFF
5944, 14, ON, 5572, 14, ON
6535, 14, OFF, 6379, 14, OFF
5617, 14, ON, 5412, 14, ON
6491, 14, OFF, 6615, 14, OFF
5572, 14, ON, 5534, 14, ON
6460, 14, OFF, 6595, 14, OFF
4995, 15, ON, 5602, 15, ON
6304, 15, OFF, 6583, 15, OFF
5708, 15, ON, 5444, 15, ON
6322, 15, OFF, 6511, 15, OFF
5533, 15, ON, 5551, 15, ON
6384, 15, OFF, 6573, 15, OFF
4951, 15, ON, 5457, 15, ON
6362, 15, OFF, 6942, 15, OFF
5215, 16, ON, 5384, 16, ON
6266, 16, OFF, 6429, 16, OFF
5354, 16, ON, 5388, 16, ON
6352, 16, OFF, 6369, 16, OFF
5908, 17, ON, 5552, 16, ON
6780, 21, OFF, 6645, 16, OFF
5209, 16, ON, 5591, 16, ON
6587, 21, OFF, 6708, 16, OFF
5508, 25, ON, 5367, 17, ON
6618, 25, OFF, 6377, 17, OFF
5741, 16, ON, 5425, 17, ON
6523, 25, OFF, 6415, 17, OFF
5023, 17, ON, 5581, 17, ON
6472, 21, OFF, 6626, 17, OFF
5342, 16, ON, 5424, 17, ON
6558, 25, OFF, 6431, 17, OFF
5555, 0, ON, 5495, 18, ON
7039, 18, OFF, 6519, 18, OFF
5408, 0, ON, 5468, 18, ON
6611, 18, OFF, 6377, 18, OFF
5422, 0, ON, 5474, 18, ON
6915, 18, OFF, 6431, 18, OFF
5555, 0, ON, 5665, 18, ON
6530, 18, OFF, 6663, 18, OFF
5303, 17, ON, 5609, 19, ON
7454, 19, OFF, 6545, 19, OFF
5047, 17, ON, 5628, 19, ON
7319, 19, OFF, 6531, 19, OFF
5690, 23, ON, 5517, 19, ON
6927, 19, OFF, 6527, 19, OFF
4918, 17, ON, 5664, 19, ON
7413, 19, OFF, 6740, 19, OFF
6593, 5, ON, 5602, 2, ON
6487, 2, OFF, 6600, 2, OFF
5816, 2, ON, 5416, 2, ON
6556, 2, OFF, 6395, 2, OFF
5847, 2, ON, 5513, 2, ON
6457, 2, OFF, 6466, 2, OFF
5674, 2, ON, 5490, 2, ON
6533, 2, OFF, 6440, 2, OFF
5700, 9, ON, 5446, 20, ON
6539, 0, OFF, 6399, 20, OFF
5446, 9, ON, 5517, 20, ON
6614, 0, OFF, 6409, 20, OFF
5556, 0, ON, 5490, 20, ON
6751, 0, OFF, 6473, 20, OFF
5531, 0, ON, 5417, 20, ON
6585, 0, OFF, 6280, 20, OFF
5563, 16, ON, 5528, 21, ON
6509, 21, OFF, 6550, 21, OFF
5726, 16, ON, 5404, 21, ON
6150, 16, OFF, 6376, 21, OFF
5640, 16, ON, 5459, 21, ON
6185, 21, OFF, 6426, 21, OFF
5569, 16, ON, 5433, 21, ON
6876, 21, OFF, 6659, 21, OFF
5844, 22, ON, 5400, 22, ON
6571, 22, OFF, 6353, 22, OFF
5631, 22, ON, 5401, 22, ON
6360, 22, OFF, 6290, 22, OFF
5088, 22, ON, 5519, 22, ON
7049, 22, OFF, 6511, 22, OFF
5751, 22, ON, 5445, 22, ON
6731, 22, OFF, 6334, 22, OFF
5492, 23, ON, 5564, 23, ON
6520, 0, OFF, 6451, 23, OFF
5647, 23, ON, 5453, 23, ON
6647, 0, OFF, 6361, 23, OFF
6134, 23, ON, 5524, 23, ON
6595, 17, OFF, 6409, 23, OFF
5755, 23, ON, 5546, 23, ON
7026, 24, OFF, 6553, 23, OFF
5647, 24, ON, 5441, 24, ON
6394, 24, OFF, 6384, 24, OFF
5801, 24, ON, 5631, 24, ON
6614, 24, OFF, 6601, 24, OFF
5609, 24, ON, 5474, 24, ON
6542, 24, OFF, 6504, 24, OFF
5630, 24, ON, 5552, 24, ON
5965, 24, OFF, 7026, 24, OFF
5674, 25, ON, 5521, 25, ON
6793, 25, OFF, 6433, 25, OFF
5413, 25, ON, 5479, 25, ON
6787, 25, OFF, 6539, 25, OFF
4771, 25, ON, 5398, 25, ON
6704, 25, OFF, 6347, 25, OFF
4772, 25, ON, 5479, 25, ON
6358, 25, OFF, 6452, 25, OFF
5626, 3, ON, 5412, 3, ON
6424, 3, OFF, 6334, 3, OFF
5551, 12, ON, 5536, 3, ON
6437, 3, OFF, 6800, 3, OFF
5605, 3, ON, 5403, 3, ON
6413, 3, OFF, 6246, 3, OFF
5854, 5, ON, 5625, 3, ON
6451, 3, OFF, 6550, 3, OFF
5280, 4, ON, 5382, 4, ON
6550, 0, OFF, 6358, 4, OFF
5476, 4, ON, 5475, 4, ON
6537, 0, OFF, 6516, 4, OFF
5500, 4, ON, 5427, 4, ON
6619, 0, OFF, 6478, 4, OFF
5201, 4, ON, 5489, 4, ON
6721, 0, OFF, 6562, 4, OFF
5951, 5, ON, 5553, 5, ON
6247, 5, OFF, 6583, 5, OFF
5633, 12, ON, 5422, 5, ON
6272, 5, OFF, 6452, 5, OFF
5989, 5, ON, 5539, 5, ON
6283, 5, OFF, 6581, 5, OFF
5998, 5, ON, 5658, 5, ON
6261, 5, OFF, 6683, 5, OFF
5930, 5, ON, 5601, 6, ON
6345, 12, OFF, 6475, 6, OFF
5587, 12, ON, 5529, 6, ON
6261, 0, OFF, 6502, 6, OFF
5410, 12, ON, 5486, 6, ON
6256, 0, OFF, 6305, 6, OFF
5434, 12, ON, 5508, 6, ON
6421, 12, OFF, 6702, 6, OFF
5551, 7, ON, 5376, 7, ON
6465, 7, OFF, 6311, 7, OFF
5371, 7, ON, 5484, 7, ON
6464, 7, OFF, 6411, 7, OFF
5506, 7, ON, 5555, 7, ON
7053, 7, OFF, 6744, 7, OFF
5365, 7, ON, 5452, 7, ON
6538, 7, OFF, 6433, 7, OFF
5727, 0, ON, 5566, 8, ON
6266, 1, OFF, 6544, 8, OFF
5309, 0, ON, 5498, 8, ON
6233, 1, OFF, 6352, 8, OFF
5768, 5, ON, 5643, 8, ON
6242, 1, OFF, 6548, 8, OFF
5737, 0, ON, 5557, 8, ON
6191, 1, OFF, 6508, 8, OFF
5811, 9, ON, 5539, 9, ON
6832, 9, OFF, 6542, 9, OFF
4637, 12, ON, 5453, 9, ON
6455, 9, OFF, 6348, 9, OFF
6414, 9, ON, 5446, 9, ON
6573, 9, OFF, 6475, 9, OFF
6371, 9, ON, 5654, 9, ON
6769, 9, OFF, 6642, 9, OFF
Accuracy: 43.75, Detection Accuracy: 67.31, Classification Accuracy: 67.79, Event Type Accuracy: 100.00
