Evaluate score: [0.8442655434975257, 0.8846153616905212]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5674, 18, ON, 5591, 0, ON
6384, 0, OFF, 6623, 0, OFF
5671, 18, ON, 5580, 0, ON
6421, 0, OFF, 6584, 0, OFF
5731, 18, ON, 5551, 0, ON
6541, 0, OFF, 6611, 0, OFF
5645, 18, ON, 5603, 0, ON
6311, 0, OFF, 7094, 0, OFF
5802, 8, ON, 5374, 1, ON
6350, 8, OFF, 6290, 1, OFF
5492, 0, ON, 5562, 1, ON
6355, 8, OFF, 6409, 1, OFF
5669, 0, ON, 5564, 1, ON
6136, 0, OFF, 6944, 1, OFF
5507, 18, ON, 5616, 1, ON
6505, 8, OFF, 6597, 1, OFF
5199, 0, ON, 5383, 10, ON
6296, 0, OFF, 6320, 10, OFF
5373, 0, ON, 5463, 10, ON
6478, 0, OFF, 6430, 10, OFF
5861, 21, ON, 5627, 10, ON
6466, 0, OFF, 6569, 10, OFF
5492, 0, ON, 5514, 10, ON
6396, 0, OFF, 7009, 10, OFF
5346, 0, ON, 5488, 11, ON
6506, 0, OFF, 6529, 11, OFF
5381, 3, ON, 5483, 11, ON
6462, 0, OFF, 6461, 11, OFF
5432, 0, ON, 5508, 11, ON
6557, 0, OFF, 6512, 11, OFF
5457, 0, ON, 5456, 11, ON
6550, 0, OFF, 6451, 11, OFF
5715, 12, ON, 5538, 12, ON
6234, 12, OFF, 6556, 12, OFF
6517, 12, ON, 5513, 12, ON
6354, 12, OFF, 6481, 12, OFF
4858, 12, ON, 5529, 12, ON
6579, 12, OFF, 6514, 12, OFF
4512, 12, ON, 5569, 12, ON
6556, 12, OFF, 6734, 12, OFF
5836, 0, ON, 5512, 13, ON
6487, 0, OFF, 6442, 13, OFF
5373, 18, ON, 5630, 13, ON
6661, 0, OFF, 6570, 13, OFF
5654, 7, ON, 5399, 13, ON
6273, 0, OFF, 6858, 13, OFF
5391, 0, ON, 5535, 13, ON
6547, 0, OFF, 6939, 13, OFF
4865, 0, ON, 5539, 14, ON
6448, 0, OFF, 6516, 14, OFF
4923, 0, ON, 5572, 14, ON
6440, 24, OFF, 6379, 14, OFF
4988, 0, ON, 5412, 14, ON
6192, 0, OFF, 6615, 14, OFF
5143, 0, ON, 5534, 14, ON
6354, 0, OFF, 6595, 14, OFF
4337, 18, ON, 5602, 15, ON
6585, 20, OFF, 6583, 15, OFF
4992, 0, ON, 5444, 15, ON
6453, 0, OFF, 6511, 15, OFF
6010, 25, ON, 5551, 15, ON
6632, 0, OFF, 6573, 15, OFF
5074, 0, ON, 5457, 15, ON
6523, 20, OFF, 6942, 15, OFF
5088, 16, ON, 5384, 16, ON
6730, 16, OFF, 6429, 16, OFF
5242, 7, ON, 5388, 16, ON
6336, 16, OFF, 6369, 16, OFF
5193, 0, ON, 5552, 16, ON
6441, 16, OFF, 6645, 16, OFF
5286, 17, ON, 5591, 16, ON
7547, 17, OFF, 6708, 16, OFF
4984, 0, ON, 5367, 17, ON
7033, 19, OFF, 6377, 17, OFF
6074, 16, ON, 5425, 17, ON
6695, 17, OFF, 6415, 17, OFF
5066, 17, ON, 5581, 17, ON
6758, 0, OFF, 6626, 17, OFF
4848, 21, ON, 5424, 17, ON
6940, 17, OFF, 6431, 17, OFF
5774, 18, ON, 5495, 18, ON
6934, 18, OFF, 6519, 18, OFF
5589, 18, ON, 5468, 18, ON
6474, 18, OFF, 6377, 18, OFF
5529, 18, ON, 5474, 18, ON
7231, 18, OFF, 6431, 18, OFF
5588, 18, ON, 5665, 18, ON
7469, 18, OFF, 6663, 18, OFF
5879, 17, ON, 5609, 19, ON
7745, 18, OFF, 6545, 19, OFF
5828, 17, ON, 5628, 19, ON
7707, 18, OFF, 6531, 19, OFF
6640, 19, ON, 5517, 19, ON
6629, 17, OFF, 6527, 19, OFF
4332, 17, ON, 5664, 19, ON
6568, 17, OFF, 6740, 19, OFF
3648, 18, ON, 5602, 2, ON
6798, 2, OFF, 6600, 2, OFF
5290, 0, ON, 5416, 2, ON
6561, 2, OFF, 6395, 2, OFF
5392, 0, ON, 5513, 2, ON
6536, 2, OFF, 6466, 2, OFF
5546, 2, ON, 5490, 2, ON
6472, 2, OFF, 6440, 2, OFF
5036, 20, ON, 5446, 20, ON
6390, 20, OFF, 6399, 20, OFF
6405, 20, ON, 5517, 20, ON
6465, 20, OFF, 6409, 20, OFF
5668, 20, ON, 5490, 20, ON
6176, 20, OFF, 6473, 20, OFF
5524, 20, ON, 5417, 20, ON
6207, 20, OFF, 6280, 20, OFF
5396, 0, ON, 5528, 21, ON
7604, 24, OFF, 6550, 21, OFF
5562, 16, ON, 5404, 21, ON
6333, 16, OFF, 6376, 21, OFF
5361, 16, ON, 5459, 21, ON
6924, 16, OFF, 6426, 21, OFF
5599, 16, ON, 5433, 21, ON
7043, 18, OFF, 6659, 21, OFF
3741, 22, ON, 5400, 22, ON
5571, 22, OFF, 6353, 22, OFF
4085, 22, ON, 5401, 22, ON
6533, 22, OFF, 6290, 22, OFF
5755, 22, ON, 5519, 22, ON
6806, 22, OFF, 6511, 22, OFF
4091, 22, ON, 5445, 22, ON
5460, 22, OFF, 6334, 22, OFF
5170, 23, ON, 5564, 23, ON
7299, 24, OFF, 6451, 23, OFF
5282, 23, ON, 5453, 23, ON
6231, 0, OFF, 6361, 23, OFF
5261, 23, ON, 5524, 23, ON
6062, 24, OFF, 6409, 23, OFF
4950, 23, ON, 5546, 23, ON
7255, 24, OFF, 6553, 23, OFF
4943, 23, ON, 5441, 24, ON
6307, 24, OFF, 6384, 24, OFF
6308, 15, ON, 5631, 24, ON
6445, 24, OFF, 6601, 24, OFF
4869, 23, ON, 5474, 24, ON
6678, 24, OFF, 6504, 24, OFF
5183, 23, ON, 5552, 24, ON
6990, 24, OFF, 7026, 24, OFF
5554, 19, ON, 5521, 25, ON
6948, 17, OFF, 6433, 25, OFF
6120, 19, ON, 5479, 25, ON
6790, 17, OFF, 6539, 25, OFF
5833, 7, ON, 5398, 25, ON
7006, 19, OFF, 6347, 25, OFF
5834, 16, ON, 5479, 25, ON
6603, 16, OFF, 6452, 25, OFF
5554, 3, ON, 5412, 3, ON
6373, 6, OFF, 6334, 3, OFF
5414, 12, ON, 5536, 3, ON
6687, 3, OFF, 6800, 3, OFF
5043, 3, ON, 5403, 3, ON
6410, 6, OFF, 6246, 3, OFF
5696, 18, ON, 5625, 3, ON
6561, 12, OFF, 6550, 3, OFF
5328, 0, ON, 5382, 4, ON
6413, 12, OFF, 6358, 4, OFF
5517, 0, ON, 5475, 4, ON
6468, 0, OFF, 6516, 4, OFF
5271, 0, ON, 5427, 4, ON
6702, 12, OFF, 6478, 4, OFF
5459, 18, ON, 5489, 4, ON
6430, 12, OFF, 6562, 4, OFF
