Evaluate score: [0.9341305173360385, 0.8509615659713745]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5469, 18, ON, 5591, 0, ON
6244, 0, OFF, 6623, 0, OFF
5529, 18, ON, 5580, 0, ON
6306, 0, OFF, 6584, 0, OFF
5503, 18, ON, 5551, 0, ON
6414, 0, OFF, 6611, 0, OFF
5441, 18, ON, 5603, 0, ON
6204, 0, OFF, 7094, 0, OFF
5542, 0, ON, 5374, 1, ON
6185, 8, OFF, 6290, 1, OFF
5111, 0, ON, 5562, 1, ON
6270, 8, OFF, 6409, 1, OFF
5319, 0, ON, 5564, 1, ON
6111, 0, OFF, 6944, 1, OFF
5453, 8, ON, 5616, 1, ON
6432, 8, OFF, 6597, 1, OFF
5120, 0, ON, 5383, 10, ON
6254, 0, OFF, 6320, 10, OFF
5344, 0, ON, 5463, 10, ON
6391, 0, OFF, 6430, 10, OFF
5816, 21, ON, 5627, 10, ON
6333, 0, OFF, 6569, 10, OFF
5453, 0, ON, 5514, 10, ON
6339, 0, OFF, 7009, 10, OFF
5208, 0, ON, 5488, 11, ON
6453, 0, OFF, 6529, 11, OFF
5294, 0, ON, 5483, 11, ON
6389, 0, OFF, 6461, 11, OFF
5341, 0, ON, 5508, 11, ON
6476, 0, OFF, 6512, 11, OFF
5369, 0, ON, 5456, 11, ON
6474, 0, OFF, 6451, 11, OFF
5187, 12, ON, 5538, 12, ON
6234, 12, OFF, 6556, 12, OFF
6006, 17, ON, 5513, 12, ON
6192, 12, OFF, 6481, 12, OFF
4374, 12, ON, 5529, 12, ON
6363, 12, OFF, 6514, 12, OFF
4402, 0, ON, 5569, 12, ON
6396, 12, OFF, 6734, 12, OFF
5048, 0, ON, 5512, 13, ON
6448, 0, OFF, 6442, 13, OFF
5123, 18, ON, 5630, 13, ON
6459, 0, OFF, 6570, 13, OFF
5290, 7, ON, 5399, 13, ON
6110, 0, OFF, 6858, 13, OFF
5350, 0, ON, 5535, 13, ON
6503, 0, OFF, 6939, 13, OFF
4737, 0, ON, 5539, 14, ON
6405, 0, OFF, 6516, 14, OFF
4828, 0, ON, 5572, 14, ON
6378, 0, OFF, 6379, 14, OFF
4887, 7, ON, 5412, 14, ON
6273, 0, OFF, 6615, 14, OFF
5185, 0, ON, 5534, 14, ON
6214, 0, OFF, 6595, 14, OFF
4244, 18, ON, 5602, 15, ON
6466, 20, OFF, 6583, 15, OFF
5584, 0, ON, 5444, 15, ON
6347, 0, OFF, 6511, 15, OFF
5488, 25, ON, 5551, 15, ON
6564, 0, OFF, 6573, 15, OFF
5193, 5, ON, 5457, 15, ON
6326, 20, OFF, 6942, 15, OFF
4891, 7, ON, 5384, 16, ON
6272, 16, OFF, 6429, 16, OFF
5077, 7, ON, 5388, 16, ON
6238, 16, OFF, 6369, 16, OFF
5059, 0, ON, 5552, 16, ON
6286, 16, OFF, 6645, 16, OFF
5145, 17, ON, 5591, 16, ON
7212, 17, OFF, 6708, 16, OFF
4568, 0, ON, 5367, 17, ON
6956, 19, OFF, 6377, 17, OFF
5623, 0, ON, 5425, 17, ON
6233, 17, OFF, 6415, 17, OFF
5547, 17, ON, 5581, 17, ON
6505, 0, OFF, 6626, 17, OFF
4545, 21, ON, 5424, 17, ON
6302, 17, OFF, 6431, 17, OFF
5629, 18, ON, 5495, 18, ON
6968, 18, OFF, 6519, 18, OFF
5453, 18, ON, 5468, 18, ON
6244, 18, OFF, 6377, 18, OFF
5357, 18, ON, 5474, 18, ON
6342, 18, OFF, 6431, 18, OFF
5325, 18, ON, 5665, 18, ON
7642, 18, OFF, 6663, 18, OFF
5573, 17, ON, 5609, 19, ON
6555, 13, OFF, 6545, 19, OFF
4727, 17, ON, 5628, 19, ON
7262, 0, OFF, 6531, 19, OFF
5847, 19, ON, 5517, 19, ON
6122, 17, OFF, 6527, 19, OFF
4089, 17, ON, 5664, 19, ON
6302, 17, OFF, 6740, 19, OFF
4730, 18, ON, 5602, 2, ON
6592, 2, OFF, 6600, 2, OFF
4268, 23, ON, 5416, 2, ON
6269, 2, OFF, 6395, 2, OFF
4623, 0, ON, 5513, 2, ON
6515, 2, OFF, 6466, 2, OFF
6090, 18, ON, 5490, 2, ON
6332, 2, OFF, 6440, 2, OFF
5020, 20, ON, 5446, 20, ON
6333, 20, OFF, 6399, 20, OFF
5992, 20, ON, 5517, 20, ON
6331, 20, OFF, 6409, 20, OFF
5347, 20, ON, 5490, 20, ON
6186, 20, OFF, 6473, 20, OFF
5363, 20, ON, 5417, 20, ON
5928, 20, OFF, 6280, 20, OFF
5380, 0, ON, 5528, 21, ON
7260, 0, OFF, 6550, 21, OFF
5035, 16, ON, 5404, 21, ON
6026, 16, OFF, 6376, 21, OFF
5254, 16, ON, 5459, 21, ON
6680, 16, OFF, 6426, 21, OFF
5112, 16, ON, 5433, 21, ON
6984, 0, OFF, 6659, 21, OFF
3655, 22, ON, 5400, 22, ON
5714, 22, OFF, 6353, 22, OFF
4121, 22, ON, 5401, 22, ON
