Evaluate score: [0.5396168736311105, 0.9086538553237915]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5640, 0, ON, 5591, 0, ON
6841, 0, OFF, 6623, 0, OFF
5743, 0, ON, 5580, 0, ON
6860, 0, OFF, 6584, 0, OFF
5714, 0, ON, 5551, 0, ON
6834, 0, OFF, 6611, 0, OFF
5710, 0, ON, 5603, 0, ON
6985, 0, OFF, 7094, 0, OFF
5443, 1, ON, 5374, 1, ON
6841, 1, OFF, 6290, 1, OFF
5348, 1, ON, 5562, 1, ON
6996, 1, OFF, 6409, 1, OFF
5641, 1, ON, 5564, 1, ON
7479, 8, OFF, 6944, 1, OFF
5688, 1, ON, 5616, 1, ON
7070, 1, OFF, 6597, 1, OFF
5428, 10, ON, 5383, 10, ON
6644, 10, OFF, 6320, 10, OFF
5527, 10, ON, 5463, 10, ON
6622, 10, OFF, 6430, 10, OFF
5600, 10, ON, 5627, 10, ON
6914, 10, OFF, 6569, 10, OFF
5606, 10, ON, 5514, 10, ON
6796, 10, OFF, 7009, 10, OFF
5506, 10, ON, 5488, 11, ON
7106, 10, OFF, 6529, 11, OFF
5517, 10, ON, 5483, 11, ON
7041, 10, OFF, 6461, 11, OFF
5534, 10, ON, 5508, 11, ON
7079, 10, OFF, 6512, 11, OFF
5596, 10, ON, 5456, 11, ON
7046, 10, OFF, 6451, 11, OFF
6032, 0, ON, 5538, 12, ON
7516, 4, OFF, 6556, 12, OFF
5641, 0, ON, 5513, 12, ON
7270, 4, OFF, 6481, 12, OFF
5787, 0, ON, 5529, 12, ON
7411, 4, OFF, 6514, 12, OFF
5978, 0, ON, 5569, 12, ON
7476, 4, OFF, 6734, 12, OFF
5004, 0, ON, 5512, 13, ON
6992, 13, OFF, 6442, 13, OFF
5330, 0, ON, 5630, 13, ON
7053, 13, OFF, 6570, 13, OFF
5221, 0, ON, 5399, 13, ON
6794, 13, OFF, 6858, 13, OFF
5826, 10, ON, 5535, 13, ON
6689, 13, OFF, 6939, 13, OFF
5759, 14, ON, 5539, 14, ON
6850, 0, OFF, 6516, 14, OFF
5687, 14, ON, 5572, 14, ON
6858, 24, OFF, 6379, 14, OFF
5593, 14, ON, 5412, 14, ON
6615, 24, OFF, 6615, 14, OFF
5797, 14, ON, 5534, 14, ON
6807, 24, OFF, 6595, 14, OFF
5819, 15, ON, 5602, 15, ON
6495, 15, OFF, 6583, 15, OFF
5328, 15, ON, 5444, 15, ON
6509, 15, OFF, 6511, 15, OFF
4956, 15, ON, 5551, 15, ON
6553, 15, OFF, 6573, 15, OFF
6270, 15, ON, 5457, 15, ON
6267, 15, OFF, 6942, 15, OFF
5302, 16, ON, 5384, 16, ON
6358, 0, OFF, 6429, 16, OFF
5290, 16, ON, 5388, 16, ON
6519, 0, OFF, 6369, 16, OFF
5262, 16, ON, 5552, 16, ON
6783, 0, OFF, 6645, 16, OFF
5554, 21, ON, 5591, 16, ON
6730, 0, OFF, 6708, 16, OFF
5448, 0, ON, 5367, 17, ON
6769, 0, OFF, 6377, 17, OFF
5117, 19, ON, 5425, 17, ON
6532, 19, OFF, 6415, 17, OFF
5291, 0, ON, 5581, 17, ON
6953, 19, OFF, 6626, 17, OFF
5147, 16, ON, 5424, 17, ON
6487, 19, OFF, 6431, 17, OFF
5795, 0, ON, 5495, 18, ON
6876, 0, OFF, 6519, 18, OFF
5745, 0, ON, 5468, 18, ON
6758, 0, OFF, 6377, 18, OFF
5770, 0, ON, 5474, 18, ON
6693, 0, OFF, 6431, 18, OFF
5781, 0, ON, 5665, 18, ON
6433, 0, OFF, 6663, 18, OFF
5352, 19, ON, 5609, 19, ON
6784, 19, OFF, 6545, 19, OFF
5618, 19, ON, 5628, 19, ON
6843, 19, OFF, 6531, 19, OFF
5948, 19, ON, 5517, 19, ON
7131, 19, OFF, 6527, 19, OFF
5376, 19, ON, 5664, 19, ON
7220, 19, OFF, 6740, 19, OFF
5817, 22, ON, 5602, 2, ON
7331, 0, OFF, 6600, 2, OFF
5027, 0, ON, 5416, 2, ON
6954, 1, OFF, 6395, 2, OFF
5343, 0, ON, 5513, 2, ON
7102, 1, OFF, 6466, 2, OFF
5190, 15, ON, 5490, 2, ON
7026, 0, OFF, 6440, 2, OFF
5343, 20, ON, 5446, 20, ON
6589, 20, OFF, 6399, 20, OFF
4998, 20, ON, 5517, 20, ON
6633, 20, OFF, 6409, 20, OFF
5352, 20, ON, 5490, 20, ON
6792, 20, OFF, 6473, 20, OFF
5718, 20, ON, 5417, 20, ON
6573, 20, OFF, 6280, 20, OFF
5338, 16, ON, 5528, 21, ON
6612, 0, OFF, 6550, 21, OFF
5279, 16, ON, 5404, 21, ON
6674, 0, OFF, 6376, 21, OFF
5343, 21, ON, 5459, 21, ON
6557, 0, OFF, 6426, 21, OFF
5124, 16, ON, 5433, 21, ON
6613, 0, OFF, 6659, 21, OFF
5151, 0, ON, 5400, 22, ON
6526, 22, OFF, 6353, 22, OFF
5680, 0, ON, 5401, 22, ON
6716, 22, OFF, 6290, 22, OFF
5478, 0, ON, 5519, 22, ON
6739, 22, OFF, 6511, 22, OFF
5117, 0, ON, 5445, 22, ON
6713, 22, OFF, 6334, 22, OFF
5177, 23, ON, 5564, 23, ON
6723, 23, OFF, 6451, 23, OFF
5189, 23, ON, 5453, 23, ON
6785, 23, OFF, 6361, 23, OFF
5608, 23, ON, 5524, 23, ON
6831, 23, OFF, 6409, 23, OFF
5442, 23, ON, 5546, 23, ON
6393, 23, OFF, 6553, 23, OFF
5094, 23, ON, 5441, 24, ON
6608, 24, OFF, 6384, 24, OFF
5211, 14, ON, 5631, 24, ON
6710, 24, OFF, 6601, 24, OFF
5078, 23, ON, 5474, 24, ON
6442, 24, OFF, 6504, 24, OFF
5236, 23, ON, 5552, 24, ON
5110, 24, OFF, 7026, 24, OFF
4947, 25, ON, 5521, 25, ON
6453, 25, OFF, 6433, 25, OFF
4770, 25, ON, 5479, 25, ON
6660, 25, OFF, 6539, 25, OFF
5489, 25, ON, 5398, 25, ON
6601, 25, OFF, 6347, 25, OFF
5440, 25, ON, 5479, 25, ON
6377, 25, OFF, 6452, 25, OFF
5227, 3, ON, 5412, 3, ON
7121, 3, OFF, 6334, 3, OFF
5491, 3, ON, 5536, 3, ON
7564, 3, OFF, 6800, 3, OFF
5772, 3, ON, 5403, 3, ON
6897, 3, OFF, 6246, 3, OFF
5661, 3, ON, 5625, 3, ON
7629, 3, OFF, 6550, 3, OFF
5316, 4, ON, 5382, 4, ON
6899, 4, OFF, 6358, 4, OFF
5169, 4, ON, 5475, 4, ON
7108, 4, OFF, 6516, 4, OFF
5196, 4, ON, 5427, 4, ON
7028, 4, OFF, 6478, 4, OFF
5336, 4, ON, 5489, 4, ON
7166, 4, OFF, 6562, 4, OFF
5564, 5, ON, 5553, 5, ON
6679, 5, OFF, 6583, 5, OFF
5377, 3, ON, 5422, 5, ON
6673, 5, OFF, 6452, 5, OFF
5747, 3, ON, 5539, 5, ON
6701, 5, OFF, 6581, 5, OFF
6246, 5, ON, 5658, 5, ON
6694, 5, OFF, 6683, 5, OFF
5815, 6, ON, 5601, 6, ON
