Evaluate score: [0.5799236160058242, 0.8605769276618958]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5493, 18, ON, 5591, 0, ON
6154, 0, OFF, 6623, 0, OFF
5528, 18, ON, 5580, 0, ON
6160, 0, OFF, 6584, 0, OFF
5533, 18, ON, 5551, 0, ON
6157, 0, OFF, 6611, 0, OFF
5430, 18, ON, 5603, 0, ON
6218, 0, OFF, 7094, 0, OFF
5192, 1, ON, 5374, 1, ON
6127, 8, OFF, 6290, 1, OFF
5009, 1, ON, 5562, 1, ON
6269, 8, OFF, 6409, 1, OFF
5154, 1, ON, 5564, 1, ON
6542, 8, OFF, 6944, 1, OFF
5243, 1, ON, 5616, 1, ON
6221, 8, OFF, 6597, 1, OFF
5380, 10, ON, 5383, 10, ON
6076, 10, OFF, 6320, 10, OFF
5397, 10, ON, 5463, 10, ON
6213, 10, OFF, 6430, 10, OFF
5453, 10, ON, 5627, 10, ON
6374, 10, OFF, 6569, 10, OFF
5434, 10, ON, 5514, 10, ON
6392, 10, OFF, 7009, 10, OFF
5406, 0, ON, 5488, 11, ON
6226, 0, OFF, 6529, 11, OFF
5414, 0, ON, 5483, 11, ON
6142, 0, OFF, 6461, 11, OFF
5400, 0, ON, 5508, 11, ON
6298, 0, OFF, 6512, 11, OFF
5419, 0, ON, 5456, 11, ON
6175, 0, OFF, 6451, 11, OFF
5781, 0, ON, 5538, 12, ON
6675, 6, OFF, 6556, 12, OFF
5105, 0, ON, 5513, 12, ON
6434, 6, OFF, 6481, 12, OFF
5647, 0, ON, 5529, 12, ON
6679, 6, OFF, 6514, 12, OFF
5684, 6, ON, 5569, 12, ON
6654, 18, OFF, 6734, 12, OFF
5099, 0, ON, 5512, 13, ON
6263, 13, OFF, 6442, 13, OFF
5398, 0, ON, 5630, 13, ON
6283, 13, OFF, 6570, 13, OFF
4914, 0, ON, 5399, 13, ON
6277, 13, OFF, 6858, 13, OFF
5570, 0, ON, 5535, 13, ON
6254, 13, OFF, 6939, 13, OFF
5675, 14, ON, 5539, 14, ON
6302, 0, OFF, 6516, 14, OFF
5342, 14, ON, 5572, 14, ON
6324, 24, OFF, 6379, 14, OFF
5283, 14, ON, 5412, 14, ON
6140, 24, OFF, 6615, 14, OFF
5555, 14, ON, 5534, 14, ON
6230, 24, OFF, 6595, 14, OFF
6376, 15, ON, 5602, 15, ON
6332, 15, OFF, 6583, 15, OFF
5524, 15, ON, 5444, 15, ON
6230, 15, OFF, 6511, 15, OFF
4747, 15, ON, 5551, 15, ON
6263, 15, OFF, 6573, 15, OFF
5423, 15, ON, 5457, 15, ON
6208, 15, OFF, 6942, 15, OFF
5264, 16, ON, 5384, 16, ON
6341, 0, OFF, 6429, 16, OFF
5298, 16, ON, 5388, 16, ON
6198, 0, OFF, 6369, 16, OFF
5510, 21, ON, 5552, 16, ON
6616, 0, OFF, 6645, 16, OFF
5776, 21, ON, 5591, 16, ON
6599, 0, OFF, 6708, 16, OFF
5497, 0, ON, 5367, 17, ON
6778, 0, OFF, 6377, 17, OFF
5221, 19, ON, 5425, 17, ON
6421, 0, OFF, 6415, 17, OFF
5360, 0, ON, 5581, 17, ON
6646, 0, OFF, 6626, 17, OFF
5227, 16, ON, 5424, 17, ON
6434, 19, OFF, 6431, 17, OFF
5517, 18, ON, 5495, 18, ON
6804, 0, OFF, 6519, 18, OFF
5532, 18, ON, 5468, 18, ON
6498, 0, OFF, 6377, 18, OFF
5517, 18, ON, 5474, 18, ON
6539, 0, OFF, 6431, 18, OFF
5477, 18, ON, 5665, 18, ON
6040, 0, OFF, 6663, 18, OFF
6099, 19, ON, 5609, 19, ON
6416, 19, OFF, 6545, 19, OFF
6037, 19, ON, 5628, 19, ON
6785, 19, OFF, 6531, 19, OFF
5974, 19, ON, 5517, 19, ON
7026, 19, OFF, 6527, 19, OFF
5952, 19, ON, 5664, 19, ON
6560, 19, OFF, 6740, 19, OFF
5588, 22, ON, 5602, 2, ON
6481, 6, OFF, 6600, 2, OFF
4531, 0, ON, 5416, 2, ON
6095, 6, OFF, 6395, 2, OFF
5393, 0, ON, 5513, 2, ON
6351, 6, OFF, 6466, 2, OFF
5364, 15, ON, 5490, 2, ON
