Evaluate score: [0.3144103429781703, 0.0005734052392654121, 1.303789872508787e-06, 0.34862181544303894, 0.0, 1.0, 0.9038461446762085]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5599, 18, ON, 5591, 0, ON
6071, 0, OFF, 6623, 0, OFF
5659, 0, ON, 5580, 0, ON
6079, 0, OFF, 6584, 0, OFF
5639, 0, ON, 5551, 0, ON
6078, 0, OFF, 6611, 0, OFF
5647, 18, ON, 5603, 0, ON
6079, 0, OFF, 7094, 0, OFF
5471, 1, ON, 5374, 1, ON
6159, 8, OFF, 6290, 1, OFF
5461, 1, ON, 5562, 1, ON
6171, 8, OFF, 6409, 1, OFF
5561, 1, ON, 5564, 1, ON
6229, 1, OFF, 6944, 1, OFF
5588, 1, ON, 5616, 1, ON
6204, 8, OFF, 6597, 1, OFF
5242, 10, ON, 5383, 10, ON
6195, 10, OFF, 6320, 10, OFF
5304, 10, ON, 5463, 10, ON
6189, 10, OFF, 6430, 10, OFF
5299, 10, ON, 5627, 10, ON
6265, 10, OFF, 6569, 10, OFF
5317, 10, ON, 5514, 10, ON
6333, 10, OFF, 7009, 10, OFF
5477, 11, ON, 5488, 11, ON
6315, 11, OFF, 6529, 11, OFF
5377, 11, ON, 5483, 11, ON
6360, 11, OFF, 6461, 11, OFF
5401, 11, ON, 5508, 11, ON
6330, 11, OFF, 6512, 11, OFF
5392, 11, ON, 5456, 11, ON
6324, 11, OFF, 6451, 11, OFF
5352, 12, ON, 5538, 12, ON
6401, 12, OFF, 6556, 12, OFF
5223, 12, ON, 5513, 12, ON
6342, 12, OFF, 6481, 12, OFF
5477, 12, ON, 5529, 12, ON
6342, 12, OFF, 6514, 12, OFF
5499, 12, ON, 5569, 12, ON
6366, 12, OFF, 6734, 12, OFF
5318, 13, ON, 5512, 13, ON
6372, 13, OFF, 6442, 13, OFF
5319, 13, ON, 5630, 13, ON
6358, 13, OFF, 6570, 13, OFF
5422, 13, ON, 5399, 13, ON
6331, 13, OFF, 6858, 13, OFF
