Evaluate score: [0.45831652329518247, 0.0006659211940132082, 6.300934956016135e-07, 0.5679109692573547, 0.0, 1.0, 0.8365384340286255]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5732, 0, ON, 5591, 0, ON
6090, 0, OFF, 6623, 0, OFF
5757, 0, ON, 5580, 0, ON
6097, 0, OFF, 6584, 0, OFF
5757, 0, ON, 5551, 0, ON
6093, 0, OFF, 6611, 0, OFF
5727, 18, ON, 5603, 0, ON
6100, 0, OFF, 7094, 0, OFF
5619, 1, ON, 5374, 1, ON
6206, 1, OFF, 6290, 1, OFF
5554, 1, ON, 5562, 1, ON
6208, 1, OFF, 6409, 1, OFF
5631, 1, ON, 5564, 1, ON
6294, 1, OFF, 6944, 1, OFF
5695, 1, ON, 5616, 1, ON
6299, 1, OFF, 6597, 1, OFF
5112, 10, ON, 5383, 10, ON
6172, 10, OFF, 6320, 10, OFF
5242, 10, ON, 5463, 10, ON
6198, 10, OFF, 6430, 10, OFF
5407, 10, ON, 5627, 10, ON
6324, 10, OFF, 6569, 10, OFF
5406, 10, ON, 5514, 10, ON
6465, 10, OFF, 7009, 10, OFF
5487, 11, ON, 5488, 11, ON
6382, 11, OFF, 6529, 11, OFF
5370, 11, ON, 5483, 11, ON
6400, 11, OFF, 6461, 11, OFF
5446, 11, ON, 5508, 11, ON
6372, 11, OFF, 6512, 11, OFF
5387, 11, ON, 5456, 11, ON
6394, 11, OFF, 6451, 11, OFF
5670, 12, ON, 5538, 12, ON
6547, 12, OFF, 6556, 12, OFF
5444, 12, ON, 5513, 12, ON
6551, 12, OFF, 6481, 12, OFF
5679, 12, ON, 5529, 12, ON
6472, 12, OFF, 6514, 12, OFF
5608, 12, ON, 5569, 12, ON
6598, 12, OFF, 6734, 12, OFF
5345, 13, ON, 5512, 13, ON
6479, 13, OFF, 6442, 13, OFF
5323, 13, ON, 5630, 13, ON
6419, 13, OFF, 6570, 13, OFF
5286, 13, ON, 5399, 13, ON
6425, 13, OFF, 6858, 13, OFF
5657, 10, ON, 5535, 13, ON
6468, 13, OFF, 6939, 13, OFF
5895, 14, ON, 5539, 14, ON
6088, 14, OFF, 6516, 14, OFF
6012, 14, ON, 5572, 14, ON
6189, 14, OFF, 6379, 14, OFF
5154, 14, ON, 5412, 14, ON
6096, 14, OFF, 6615, 14, OFF
5527, 14, ON, 5534, 14, ON
6073, 14, OFF, 6595, 14, OFF
4073, 15, ON, 5602, 15, ON
6322, 15, OFF, 6583, 15, OFF
5864, 15, ON, 5444, 15, ON
6334, 15, OFF, 6511, 15, OFF
4209, 15, ON, 5551, 15, ON
6416, 15, OFF, 6573, 15, OFF
4417, 15, ON, 5457, 15, ON
6415, 15, OFF, 6942, 15, OFF
5348, 16, ON, 5384, 16, ON
6407, 16, OFF, 6429, 16, OFF
5365, 16, ON, 5388, 16, ON
6355, 16, OFF, 6369, 16, OFF
5774, 16, ON, 5552, 16, ON
6268, 21, OFF, 6645, 16, OFF
5757, 16, ON, 5591, 16, ON
6282, 21, OFF, 6708, 16, OFF
5128, 17, ON, 5367, 17, ON
6488, 17, OFF, 6377, 17, OFF
5478, 17, ON, 5425, 17, ON
6318, 17, OFF, 6415, 17, OFF
5694, 16, ON, 5581, 17, ON
6465, 17, OFF, 6626, 17, OFF
5642, 16, ON, 5424, 17, ON
6483, 25, OFF, 6431, 17, OFF
5773, 0, ON, 5495, 18, ON
6049, 18, OFF, 6519, 18, OFF
5805, 0, ON, 5468, 18, ON
5660, 18, OFF, 6377, 18, OFF
5798, 0, ON, 5474, 18, ON
6069, 18, OFF, 6431, 18, OFF
5721, 18, ON, 5665, 18, ON
6379, 18, OFF, 6663, 18, OFF
5105, 19, ON, 5609, 19, ON
5922, 19, OFF, 6545, 19, OFF
5334, 19, ON, 5628, 19, ON
5657, 19, OFF, 6531, 19, OFF
5536, 17, ON, 5517, 19, ON
6081, 19, OFF, 6527, 19, OFF
5324, 17, ON, 5664, 19, ON
6348, 19, OFF, 6740, 19, OFF
4941, 2, ON, 5602, 2, ON
6226, 2, OFF, 6600, 2, OFF
5204, 2, ON, 5416, 2, ON
6186, 2, OFF, 6395, 2, OFF
5546, 2, ON, 5513, 2, ON
6177, 2, OFF, 6466, 2, OFF
5868, 2, ON, 5490, 2, ON
6184, 2, OFF, 6440, 2, OFF
5386, 20, ON, 5446, 20, ON
6012, 20, OFF, 6399, 20, OFF
5414, 20, ON, 5517, 20, ON
6073, 20, OFF, 6409, 20, OFF
5241, 20, ON, 5490, 20, ON
6171, 20, OFF, 6473, 20, OFF
5082, 20, ON, 5417, 20, ON
5915, 20, OFF, 6280, 20, OFF
5701, 16, ON, 5528, 21, ON
6281, 21, OFF, 6550, 21, OFF
5670, 16, ON, 5404, 21, ON
6270, 16, OFF, 6376, 21, OFF
5837, 21, ON, 5459, 21, ON
6401, 21, OFF, 6426, 21, OFF
5716, 16, ON, 5433, 21, ON
6237, 21, OFF, 6659, 21, OFF
4795, 22, ON, 5400, 22, ON
6064, 22, OFF, 6353, 22, OFF
4728, 22, ON, 5401, 22, ON
5941, 22, OFF, 6290, 22, OFF
5605, 22, ON, 5519, 22, ON
6289, 22, OFF, 6511, 22, OFF
5178, 22, ON, 5445, 22, ON
5952, 22, OFF, 6334, 22, OFF
5032, 23, ON, 5564, 23, ON
6923, 23, OFF, 6451, 23, OFF
5165, 23, ON, 5453, 23, ON
6922, 23, OFF, 6361, 23, OFF
5083, 23, ON, 5524, 23, ON
6862, 23, OFF, 6409, 23, OFF
5266, 23, ON, 5546, 23, ON
6397, 23, OFF, 6553, 23, OFF
5523, 24, ON, 5441, 24, ON
6521, 24, OFF, 6384, 24, OFF
5368, 24, ON, 5631, 24, ON
6857, 24, OFF, 6601, 24, OFF
5523, 24, ON, 5474, 24, ON
6676, 24, OFF, 6504, 24, OFF
5611, 24, ON, 5552, 24, ON
6758, 24, OFF, 7026, 24, OFF
5584, 25, ON, 5521, 25, ON
6518, 25, OFF, 6433, 25, OFF
5786, 25, ON, 5479, 25, ON
6337, 17, OFF, 6539, 25, OFF
5626, 25, ON, 5398, 25, ON
6410, 25, OFF, 6347, 25, OFF
5839, 25, ON, 5479, 25, ON
6597, 25, OFF, 6452, 25, OFF
5555, 6, ON, 5412, 3, ON
6354, 6, OFF, 6334, 3, OFF
5624, 6, ON, 5536, 3, ON
6438, 6, OFF, 6800, 3, OFF
5676, 6, ON, 5403, 3, ON
6350, 6, OFF, 6246, 3, OFF
5691, 6, ON, 5625, 3, ON
6414, 6, OFF, 6550, 3, OFF
5412, 4, ON, 5382, 4, ON
6218, 4, OFF, 6358, 4, OFF
5338, 4, ON, 5475, 4, ON
6335, 4, OFF, 6516, 4, OFF
5295, 4, ON, 5427, 4, ON
6298, 4, OFF, 6478, 4, OFF
5411, 4, ON, 5489, 4, ON
6240, 4, OFF, 6562, 4, OFF
5412, 5, ON, 5553, 5, ON
6073, 5, OFF, 6583, 5, OFF
5632, 5, ON, 5422, 5, ON
6078, 5, OFF, 6452, 5, OFF
5648, 5, ON, 5539, 5, ON
6069, 5, OFF, 6581, 5, OFF
5708, 5, ON, 5658, 5, ON
6070, 5, OFF, 6683, 5, OFF
5475, 6, ON, 5601, 6, ON
6336, 6, OFF, 6475, 6, OFF
5687, 6, ON, 5529, 6, ON
6463, 6, OFF, 6502, 6, OFF
5740, 6, ON, 5486, 6, ON
6428, 6, OFF, 6305, 6, OFF
5827, 6, ON, 5508, 6, ON
6409, 6, OFF, 6702, 6, OFF
5550, 7, ON, 5376, 7, ON
6210, 7, OFF, 6311, 7, OFF
5591, 7, ON, 5484, 7, ON
6197, 7, OFF, 6411, 7, OFF
5565, 7, ON, 5555, 7, ON
6161, 7, OFF, 6744, 7, OFF
5576, 7, ON, 5452, 7, ON
6195, 7, OFF, 6433, 7, OFF
5531, 6, ON, 5566, 8, ON
6241, 1, OFF, 6544, 8, OFF
5648, 8, ON, 5498, 8, ON
6242, 1, OFF, 6352, 8, OFF
5827, 8, ON, 5643, 8, ON
6296, 1, OFF, 6548, 8, OFF
5865, 8, ON, 5557, 8, ON
6301, 1, OFF, 6508, 8, OFF
5504, 12, ON, 5539, 9, ON
6820, 9, OFF, 6542, 9, OFF
5371, 12, ON, 5453, 9, ON
6388, 9, OFF, 6348, 9, OFF
5242, 12, ON, 5446, 9, ON
6996, 9, OFF, 6475, 9, OFF
5432, 2, ON, 5654, 9, ON
6997, 9, OFF, 6642, 9, OFF
Accuracy: 47.12, Detection Accuracy: 58.17, Classification Accuracy: 83.65, Event Type Accuracy: 100.00
