Evaluate score: [0.46195409905451995, 0.00040267646545544267, 5.305775516717404e-07, 0.5733994841575623, 0.0, 1.0, 0.8942307829856873]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5582, 0, ON, 5591, 0, ON
6083, 0, OFF, 6623, 0, OFF
5645, 0, ON, 5580, 0, ON
6087, 0, OFF, 6584, 0, OFF
5635, 0, ON, 5551, 0, ON
6088, 0, OFF, 6611, 0, OFF
5650, 0, ON, 5603, 0, ON
6084, 0, OFF, 7094, 0, OFF
5434, 1, ON, 5374, 1, ON
6170, 1, OFF, 6290, 1, OFF
5430, 1, ON, 5562, 1, ON
6187, 1, OFF, 6409, 1, OFF
5533, 1, ON, 5564, 1, ON
6243, 1, OFF, 6944, 1, OFF
5561, 1, ON, 5616, 1, ON
6204, 1, OFF, 6597, 1, OFF
5361, 10, ON, 5383, 10, ON
6353, 10, OFF, 6320, 10, OFF
5417, 10, ON, 5463, 10, ON
6348, 10, OFF, 6430, 10, OFF
5328, 10, ON, 5627, 10, ON
6421, 10, OFF, 6569, 10, OFF
5359, 10, ON, 5514, 10, ON
6463, 10, OFF, 7009, 10, OFF
5419, 11, ON, 5488, 11, ON
6408, 11, OFF, 6529, 11, OFF
5376, 11, ON, 5483, 11, ON
6487, 11, OFF, 6461, 11, OFF
5386, 11, ON, 5508, 11, ON
6442, 11, OFF, 6512, 11, OFF
5366, 11, ON, 5456, 11, ON
6415, 11, OFF, 6451, 11, OFF
5528, 12, ON, 5538, 12, ON
6382, 12, OFF, 6556, 12, OFF
5343, 12, ON, 5513, 12, ON
6434, 12, OFF, 6481, 12, OFF
5565, 12, ON, 5529, 12, ON
6425, 12, OFF, 6514, 12, OFF
5599, 12, ON, 5569, 12, ON
6447, 12, OFF, 6734, 12, OFF
5299, 13, ON, 5512, 13, ON
6383, 13, OFF, 6442, 13, OFF
5396, 13, ON, 5630, 13, ON
6454, 13, OFF, 6570, 13, OFF
5414, 13, ON, 5399, 13, ON
6417, 13, OFF, 6858, 13, OFF
5635, 13, ON, 5535, 13, ON
6480, 13, OFF, 6939, 13, OFF
5355, 14, ON, 5539, 14, ON
6263, 14, OFF, 6516, 14, OFF
5286, 14, ON, 5572, 14, ON
6275, 14, OFF, 6379, 14, OFF
5370, 14, ON, 5412, 14, ON
6297, 14, OFF, 6615, 14, OFF
5011, 14, ON, 5534, 14, ON
6263, 14, OFF, 6595, 14, OFF
5228, 15, ON, 5602, 15, ON
6330, 15, OFF, 6583, 15, OFF
6021, 15, ON, 5444, 15, ON
6350, 15, OFF, 6511, 15, OFF
5816, 15, ON, 5551, 15, ON
