Evaluate score: [1.6466572743195753, 0.0009735751082189381, 8.525113662471995e-05, 1.7329339981079102, 0.0, 1.0, 0.6778846383094788]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5648, 18, ON, 5591, 0, ON
6059, 0, OFF, 6623, 0, OFF
5716, 18, ON, 5580, 0, ON
6022, 0, OFF, 6584, 0, OFF
5787, 18, ON, 5551, 0, ON
6078, 0, OFF, 6611, 0, OFF
5769, 18, ON, 5603, 0, ON
6040, 0, OFF, 7094, 0, OFF
5785, 8, ON, 5374, 1, ON
6132, 8, OFF, 6290, 1, OFF
5420, 1, ON, 5562, 1, ON
6226, 8, OFF, 6409, 1, OFF
5541, 1, ON, 5564, 1, ON
6024, 8, OFF, 6944, 1, OFF
5662, 1, ON, 5616, 1, ON
6224, 8, OFF, 6597, 1, OFF
5593, 10, ON, 5383, 10, ON
6204, 10, OFF, 6320, 10, OFF
5676, 11, ON, 5463, 10, ON
6322, 11, OFF, 6430, 10, OFF
5630, 11, ON, 5627, 10, ON
6230, 10, OFF, 6569, 10, OFF
5651, 11, ON, 5514, 10, ON
6302, 11, OFF, 7009, 10, OFF
5562, 11, ON, 5488, 11, ON
6383, 11, OFF, 6529, 11, OFF
5591, 11, ON, 5483, 11, ON
6233, 11, OFF, 6461, 11, OFF
5577, 11, ON, 5508, 11, ON
6373, 11, OFF, 6512, 11, OFF
5492, 11, ON, 5456, 11, ON
6310, 11, OFF, 6451, 11, OFF
5657, 12, ON, 5538, 12, ON
6265, 12, OFF, 6556, 12, OFF
5621, 12, ON, 5513, 12, ON
6217, 12, OFF, 6481, 12, OFF
5827, 12, ON, 5529, 12, ON
6336, 12, OFF, 6514, 12, OFF
5837, 18, ON, 5569, 12, ON
6260, 12, OFF, 6734, 12, OFF
5880, 13, ON, 5512, 13, ON
6262, 13, OFF, 6442, 13, OFF
5065, 13, ON, 5630, 13, ON
6167, 11, OFF, 6570, 13, OFF
5195, 13, ON, 5399, 13, ON
6199, 11, OFF, 6858, 13, OFF
5695, 11, ON, 5535, 13, ON
6185, 13, OFF, 6939, 13, OFF
5026, 14, ON, 5539, 14, ON
6064, 14, OFF, 6516, 14, OFF
5053, 14, ON, 5572, 14, ON
6471, 14, OFF, 6379, 14, OFF
5180, 14, ON, 5412, 14, ON
6497, 14, OFF, 6615, 14, OFF
5538, 14, ON, 5534, 14, ON
6348, 14, OFF, 6595, 14, OFF
5488, 15, ON, 5602, 15, ON
6147, 15, OFF, 6583, 15, OFF
5672, 15, ON, 5444, 15, ON
6382, 21, OFF, 6511, 15, OFF
6570, 15, ON, 5551, 15, ON
6316, 10, OFF, 6573, 15, OFF
4826, 15, ON, 5457, 15, ON
6259, 15, OFF, 6942, 15, OFF
5296, 16, ON, 5384, 16, ON
6530, 16, OFF, 6429, 16, OFF
4841, 16, ON, 5388, 16, ON
6288, 16, OFF, 6369, 16, OFF
5558, 16, ON, 5552, 16, ON
6576, 21, OFF, 6645, 16, OFF
5224, 16, ON, 5591, 16, ON
6227, 16, OFF, 6708, 16, OFF
5161, 25, ON, 5367, 17, ON
7017, 21, OFF, 6377, 17, OFF
5295, 16, ON, 5425, 17, ON
6727, 17, OFF, 6415, 17, OFF
5106, 17, ON, 5581, 17, ON
6602, 21, OFF, 6626, 17, OFF
5092, 17, ON, 5424, 17, ON
6660, 17, OFF, 6431, 17, OFF
5741, 18, ON, 5495, 18, ON
6678, 18, OFF, 6519, 18, OFF
5601, 18, ON, 5468, 18, ON
6691, 18, OFF, 6377, 18, OFF
5605, 18, ON, 5474, 18, ON
6236, 18, OFF, 6431, 18, OFF
5621, 18, ON, 5665, 18, ON
6237, 18, OFF, 6663, 18, OFF
4576, 17, ON, 5609, 19, ON
6027, 19, OFF, 6545, 19, OFF
4317, 17, ON, 5628, 19, ON
5397, 17, OFF, 6531, 19, OFF
5194, 19, ON, 5517, 19, ON
5837, 19, OFF, 6527, 19, OFF
4819, 17, ON, 5664, 19, ON
7177, 17, OFF, 6740, 19, OFF
5012, 2, ON, 5602, 2, ON
6222, 2, OFF, 6600, 2, OFF
5416, 2, ON, 5416, 2, ON
6229, 2, OFF, 6395, 2, OFF
5504, 2, ON, 5513, 2, ON
6214, 2, OFF, 6466, 2, OFF
5685, 14, ON, 5490, 2, ON
6207, 2, OFF, 6440, 2, OFF
5635, 20, ON, 5446, 20, ON
6453, 20, OFF, 6399, 20, OFF
5223, 20, ON, 5517, 20, ON
6469, 20, OFF, 6409, 20, OFF
5671, 20, ON, 5490, 20, ON
6425, 22, OFF, 6473, 20, OFF
6028, 20, ON, 5417, 20, ON
6489, 20, OFF, 6280, 20, OFF
5728, 16, ON, 5528, 21, ON
6410, 16, OFF, 6550, 21, OFF
5292, 16, ON, 5404, 21, ON
6345, 16, OFF, 6376, 21, OFF
4867, 16, ON, 5459, 21, ON
6361, 16, OFF, 6426, 21, OFF
5189, 16, ON, 5433, 21, ON
6253, 21, OFF, 6659, 21, OFF
6368, 22, ON, 5400, 22, ON
6827, 22, OFF, 6353, 22, OFF
5465, 22, ON, 5401, 22, ON
6469, 22, OFF, 6290, 22, OFF
4854, 22, ON, 5519, 22, ON
6471, 20, OFF, 6511, 22, OFF
5683, 20, ON, 5445, 22, ON
6413, 22, OFF, 6334, 22, OFF
5238, 23, ON, 5564, 23, ON
6014, 23, OFF, 6451, 23, OFF
3753, 23, ON, 5453, 23, ON
6035, 23, OFF, 6361, 23, OFF
5406, 23, ON, 5524, 23, ON
6109, 23, OFF, 6409, 23, OFF
5332, 23, ON, 5546, 23, ON
6330, 24, OFF, 6553, 23, OFF
4273, 23, ON, 5441, 24, ON
5907, 24, OFF, 6384, 24, OFF
5916, 24, ON, 5631, 24, ON
6267, 24, OFF, 6601, 24, OFF
4384, 23, ON, 5474, 24, ON
6203, 24, OFF, 6504, 24, OFF
5651, 23, ON, 5552, 24, ON
6264, 24, OFF, 7026, 24, OFF
5488, 25, ON, 5521, 25, ON
6885, 17, OFF, 6433, 25, OFF
4794, 25, ON, 5479, 25, ON
6123, 17, OFF, 6539, 25, OFF
4803, 25, ON, 5398, 25, ON
6183, 19, OFF, 6347, 25, OFF
4784, 17, ON, 5479, 25, ON
6547, 16, OFF, 6452, 25, OFF
5429, 3, ON, 5412, 3, ON
6351, 6, OFF, 6334, 3, OFF
5794, 6, ON, 5536, 3, ON
6123, 12, OFF, 6800, 3, OFF
5256, 3, ON, 5403, 3, ON
6325, 6, OFF, 6246, 3, OFF
5745, 18, ON, 5625, 3, ON
6198, 12, OFF, 6550, 3, OFF
5475, 4, ON, 5382, 4, ON
6306, 4, OFF, 6358, 4, OFF
5540, 4, ON, 5475, 4, ON
6292, 4, OFF, 6516, 4, OFF
5626, 4, ON, 5427, 4, ON
6254, 12, OFF, 6478, 4, OFF
5620, 4, ON, 5489, 4, ON
6261, 4, OFF, 6562, 4, OFF
5622, 5, ON, 5553, 5, ON
5900, 0, OFF, 6583, 5, OFF
5592, 3, ON, 5422, 5, ON
5890, 5, OFF, 6452, 5, OFF
5766, 5, ON, 5539, 5, ON
5935, 5, OFF, 6581, 5, OFF
5712, 18, ON, 5658, 5, ON
5918, 5, OFF, 6683, 5, OFF
5610, 18, ON, 5601, 6, ON
6315, 6, OFF, 6475, 6, OFF
5834, 6, ON, 5529, 6, ON
6329, 6, OFF, 6502, 6, OFF
5765, 6, ON, 5486, 6, ON
6178, 6, OFF, 6305, 6, OFF
5821, 6, ON, 5508, 6, ON
6285, 6, OFF, 6702, 6, OFF
5416, 7, ON, 5376, 7, ON
6229, 7, OFF, 6311, 7, OFF
5403, 7, ON, 5484, 7, ON
6325, 7, OFF, 6411, 7, OFF
5290, 7, ON, 5555, 7, ON
6267, 7, OFF, 6744, 7, OFF
5319, 7, ON, 5452, 7, ON
6309, 7, OFF, 6433, 7, OFF
5540, 18, ON, 5566, 8, ON
6122, 8, OFF, 6544, 8, OFF
5731, 8, ON, 5498, 8, ON
6268, 6, OFF, 6352, 8, OFF
5955, 18, ON, 5643, 8, ON
6187, 8, OFF, 6548, 8, OFF
5737, 18, ON, 5557, 8, ON
6222, 8, OFF, 6508, 8, OFF
5364, 9, ON, 5539, 9, ON
6240, 9, OFF, 6542, 9, OFF
5863, 12, ON, 5453, 9, ON
6187, 9, OFF, 6348, 9, OFF
5569, 9, ON, 5446, 9, ON
6212, 9, OFF, 6475, 9, OFF
5548, 18, ON, 5654, 9, ON
6654, 9, OFF, 6642, 9, OFF
