Evaluate score: [1.4088113124553974, 0.8028846383094788]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5550, 0, ON, 5591, 0, ON
6275, 0, OFF, 6623, 0, OFF
5485, 0, ON, 5580, 0, ON
6298, 0, OFF, 6584, 0, OFF
5511, 18, ON, 5551, 0, ON
6339, 0, OFF, 6611, 0, OFF
5588, 0, ON, 5603, 0, ON
6322, 0, OFF, 7094, 0, OFF
5502, 0, ON, 5374, 1, ON
6325, 8, OFF, 6290, 1, OFF
5149, 1, ON, 5562, 1, ON
6327, 1, OFF, 6409, 1, OFF
5133, 1, ON, 5564, 1, ON
6460, 0, OFF, 6944, 1, OFF
5082, 1, ON, 5616, 1, ON
6413, 8, OFF, 6597, 1, OFF
5275, 10, ON, 5383, 10, ON
6298, 10, OFF, 6320, 10, OFF
5263, 10, ON, 5463, 10, ON
6353, 10, OFF, 6430, 10, OFF
5493, 10, ON, 5627, 10, ON
6490, 10, OFF, 6569, 10, OFF
5188, 10, ON, 5514, 10, ON
6598, 11, OFF, 7009, 10, OFF
5319, 11, ON, 5488, 11, ON
6516, 11, OFF, 6529, 11, OFF
5285, 11, ON, 5483, 11, ON
6524, 11, OFF, 6461, 11, OFF
5263, 11, ON, 5508, 11, ON
6394, 11, OFF, 6512, 11, OFF
5372, 11, ON, 5456, 11, ON
6444, 11, OFF, 6451, 11, OFF
5243, 12, ON, 5538, 12, ON
6389, 12, OFF, 6556, 12, OFF
6048, 17, ON, 5513, 12, ON
6474, 12, OFF, 6481, 12, OFF
5710, 12, ON, 5529, 12, ON
6413, 12, OFF, 6514, 12, OFF
5110, 18, ON, 5569, 12, ON
6585, 12, OFF, 6734, 12, OFF
5596, 12, ON, 5512, 13, ON
6276, 13, OFF, 6442, 13, OFF
5151, 18, ON, 5630, 13, ON
6215, 13, OFF, 6570, 13, OFF
5197, 13, ON, 5399, 13, ON
6376, 13, OFF, 6858, 13, OFF
5292, 11, ON, 5535, 13, ON
6253, 13, OFF, 6939, 13, OFF
4779, 14, ON, 5539, 14, ON
6225, 14, OFF, 6516, 14, OFF
5475, 14, ON, 5572, 14, ON
6430, 14, OFF, 6379, 14, OFF
5545, 14, ON, 5412, 14, ON
6309, 14, OFF, 6615, 14, OFF
5472, 14, ON, 5534, 14, ON
6454, 14, OFF, 6595, 14, OFF
4891, 18, ON, 5602, 15, ON
6282, 15, OFF, 6583, 15, OFF
5496, 15, ON, 5444, 15, ON
6279, 21, OFF, 6511, 15, OFF
