Evaluate score: [0.7526502976050744, 0.7259615659713745]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
6097, 0, ON, 5591, 0, ON
6774, 0, OFF, 6623, 0, OFF
6143, 0, ON, 5580, 0, ON
6832, 0, OFF, 6584, 0, OFF
6189, 0, ON, 5551, 0, ON
6778, 0, OFF, 6611, 0, OFF
6244, 0, ON, 5603, 0, ON
6771, 0, OFF, 7094, 0, OFF
5679, 8, ON, 5374, 1, ON
6925, 8, OFF, 6290, 1, OFF
5283, 1, ON, 5562, 1, ON
6978, 8, OFF, 6409, 1, OFF
5412, 1, ON, 5564, 1, ON
6887, 0, OFF, 6944, 1, OFF
5698, 1, ON, 5616, 1, ON
6928, 0, OFF, 6597, 1, OFF
5482, 11, ON, 5383, 10, ON
6647, 10, OFF, 6320, 10, OFF
5520, 11, ON, 5463, 10, ON
6723, 10, OFF, 6430, 10, OFF
5854, 11, ON, 5627, 10, ON
6764, 10, OFF, 6569, 10, OFF
5496, 11, ON, 5514, 10, ON
6877, 11, OFF, 7009, 10, OFF
5534, 11, ON, 5488, 11, ON
6837, 11, OFF, 6529, 11, OFF
5539, 11, ON, 5483, 11, ON
6817, 11, OFF, 6461, 11, OFF
5453, 11, ON, 5508, 11, ON
6718, 11, OFF, 6512, 11, OFF
5528, 11, ON, 5456, 11, ON
6769, 11, OFF, 6451, 11, OFF
5700, 12, ON, 5538, 12, ON
6825, 12, OFF, 6556, 12, OFF
5816, 17, ON, 5513, 12, ON
6886, 12, OFF, 6481, 12, OFF
5579, 12, ON, 5529, 12, ON
6858, 12, OFF, 6514, 12, OFF
5582, 0, ON, 5569, 12, ON
6900, 12, OFF, 6734, 12, OFF
5388, 13, ON, 5512, 13, ON
6667, 13, OFF, 6442, 13, OFF
5933, 18, ON, 5630, 13, ON
6754, 13, OFF, 6570, 13, OFF
5386, 13, ON, 5399, 13, ON
6743, 11, OFF, 6858, 13, OFF
5362, 11, ON, 5535, 13, ON
6673, 13, OFF, 6939, 13, OFF
5984, 14, ON, 5539, 14, ON
6738, 14, OFF, 6516, 14, OFF
6473, 14, ON, 5572, 14, ON
6926, 14, OFF, 6379, 14, OFF
5968, 14, ON, 5412, 14, ON
6903, 14, OFF, 6615, 14, OFF
5452, 14, ON, 5534, 14, ON
6776, 14, OFF, 6595, 14, OFF
5836, 15, ON, 5602, 15, ON
6582, 15, OFF, 6583, 15, OFF
6285, 15, ON, 5444, 15, ON
6555, 13, OFF, 6511, 15, OFF
5031, 15, ON, 5551, 15, ON
6333, 10, OFF, 6573, 15, OFF
6235, 15, ON, 5457, 15, ON
6614, 15, OFF, 6942, 15, OFF
5545, 16, ON, 5384, 16, ON
6910, 16, OFF, 6429, 16, OFF
5664, 13, ON, 5388, 16, ON
6862, 16, OFF, 6369, 16, OFF
5234, 0, ON, 5552, 16, ON
6918, 16, OFF, 6645, 16, OFF
5633, 17, ON, 5591, 16, ON
6775, 16, OFF, 6708, 16, OFF
5527, 19, ON, 5367, 17, ON
7350, 21, OFF, 6377, 17, OFF
6139, 16, ON, 5425, 17, ON
6923, 0, OFF, 6415, 17, OFF
6414, 17, ON, 5581, 17, ON
7135, 21, OFF, 6626, 17, OFF
5964, 16, ON, 5424, 17, ON
7130, 16, OFF, 6431, 17, OFF
6138, 0, ON, 5495, 18, ON
7977, 0, OFF, 6519, 18, OFF
6096, 0, ON, 5468, 18, ON
7558, 22, OFF, 6377, 18, OFF
6066, 0, ON, 5474, 18, ON
8169, 0, OFF, 6431, 18, OFF
6146, 0, ON, 5665, 18, ON
7831, 22, OFF, 6663, 18, OFF
6330, 17, ON, 5609, 19, ON
8786, 19, OFF, 6545, 19, OFF
5178, 17, ON, 5628, 19, ON
8164, 19, OFF, 6531, 19, OFF
5179, 19, ON, 5517, 19, ON
6823, 19, OFF, 6527, 19, OFF
4964, 17, ON, 5664, 19, ON
7492, 0, OFF, 6740, 19, OFF
5658, 2, ON, 5602, 2, ON
7163, 2, OFF, 6600, 2, OFF
5295, 2, ON, 5416, 2, ON
7111, 2, OFF, 6395, 2, OFF
5414, 2, ON, 5513, 2, ON
7106, 2, OFF, 6466, 2, OFF
5788, 8, ON, 5490, 2, ON
7155, 2, OFF, 6440, 2, OFF
5521, 20, ON, 5446, 20, ON
6783, 20, OFF, 6399, 20, OFF
5124, 20, ON, 5517, 20, ON
6878, 20, OFF, 6409, 20, OFF
5418, 20, ON, 5490, 20, ON
7209, 20, OFF, 6473, 20, OFF
5597, 20, ON, 5417, 20, ON
6674, 20, OFF, 6280, 20, OFF
5804, 17, ON, 5528, 21, ON
6741, 16, OFF, 6550, 21, OFF
5883, 16, ON, 5404, 21, ON
6749, 16, OFF, 6376, 21, OFF
6052, 16, ON, 5459, 21, ON
6750, 16, OFF, 6426, 21, OFF
5883, 16, ON, 5433, 21, ON
6854, 21, OFF, 6659, 21, OFF
5248, 22, ON, 5400, 22, ON
7539, 22, OFF, 6353, 22, OFF
5261, 22, ON, 5401, 22, ON
7517, 22, OFF, 6290, 22, OFF
5401, 22, ON, 5519, 22, ON
8388, 22, OFF, 6511, 22, OFF
4983, 22, ON, 5445, 22, ON
7052, 22, OFF, 6334, 22, OFF
5596, 24, ON, 5564, 23, ON
7229, 23, OFF, 6451, 23, OFF
6100, 0, ON, 5453, 23, ON
7339, 23, OFF, 6361, 23, OFF
5867, 23, ON, 5524, 23, ON
6624, 23, OFF, 6409, 23, OFF
5745, 23, ON, 5546, 23, ON
8155, 24, OFF, 6553, 23, OFF
5592, 14, ON, 5441, 24, ON
6259, 24, OFF, 6384, 24, OFF
5382, 24, ON, 5631, 24, ON
6979, 24, OFF, 6601, 24, OFF
5704, 14, ON, 5474, 24, ON
6731, 24, OFF, 6504, 24, OFF
5789, 23, ON, 5552, 24, ON
6987, 24, OFF, 7026, 24, OFF
6191, 25, ON, 5521, 25, ON
6997, 25, OFF, 6433, 25, OFF
5894, 19, ON, 5479, 25, ON
6437, 25, OFF, 6539, 25, OFF
5679, 25, ON, 5398, 25, ON
7732, 16, OFF, 6347, 25, OFF
6151, 17, ON, 5479, 25, ON
7433, 25, OFF, 6452, 25, OFF
5684, 3, ON, 5412, 3, ON
6847, 12, OFF, 6334, 3, OFF
5676, 12, ON, 5536, 3, ON
6972, 8, OFF, 6800, 3, OFF
5619, 3, ON, 5403, 3, ON
6922, 2, OFF, 6246, 3, OFF
5739, 18, ON, 5625, 3, ON
6966, 8, OFF, 6550, 3, OFF
5415, 4, ON, 5382, 4, ON
6880, 4, OFF, 6358, 4, OFF
5520, 4, ON, 5475, 4, ON
6786, 4, OFF, 6516, 4, OFF
5497, 4, ON, 5427, 4, ON
6965, 12, OFF, 6478, 4, OFF
5515, 4, ON, 5489, 4, ON
6889, 4, OFF, 6562, 4, OFF
5475, 5, ON, 5553, 5, ON
6785, 0, OFF, 6583, 5, OFF
4892, 3, ON, 5422, 5, ON
6765, 0, OFF, 6452, 5, OFF
5638, 5, ON, 5539, 5, ON
6856, 0, OFF, 6581, 5, OFF
5999, 0, ON, 5658, 5, ON
6821, 0, OFF, 6683, 5, OFF
5528, 18, ON, 5601, 6, ON
