Evaluate score: [0.7689036681101873, 0.817307710647583]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5412, 18, ON, 5591, 0, ON
6180, 0, OFF, 6623, 0, OFF
5387, 0, ON, 5580, 0, ON
6224, 0, OFF, 6584, 0, OFF
5475, 18, ON, 5551, 0, ON
6180, 0, OFF, 6611, 0, OFF
5487, 18, ON, 5603, 0, ON
6172, 0, OFF, 7094, 0, OFF
5456, 1, ON, 5374, 1, ON
6251, 8, OFF, 6290, 1, OFF
5020, 1, ON, 5562, 1, ON
6241, 1, OFF, 6409, 1, OFF
5038, 1, ON, 5564, 1, ON
6306, 0, OFF, 6944, 1, OFF
5072, 1, ON, 5616, 1, ON
6331, 8, OFF, 6597, 1, OFF
5355, 10, ON, 5383, 10, ON
6249, 10, OFF, 6320, 10, OFF
5308, 10, ON, 5463, 10, ON
6352, 10, OFF, 6430, 10, OFF
5502, 10, ON, 5627, 10, ON
6393, 10, OFF, 6569, 10, OFF
5236, 10, ON, 5514, 10, ON
6550, 11, OFF, 7009, 10, OFF
5340, 11, ON, 5488, 11, ON
6508, 11, OFF, 6529, 11, OFF
5320, 11, ON, 5483, 11, ON
6490, 11, OFF, 6461, 11, OFF
5279, 11, ON, 5508, 11, ON
6360, 11, OFF, 6512, 11, OFF
5382, 11, ON, 5456, 11, ON
6387, 11, OFF, 6451, 11, OFF
5420, 12, ON, 5538, 12, ON
6348, 12, OFF, 6556, 12, OFF
5937, 17, ON, 5513, 12, ON
6340, 12, OFF, 6481, 12, OFF
5524, 12, ON, 5529, 12, ON
6345, 12, OFF, 6514, 12, OFF
5161, 18, ON, 5569, 12, ON
6501, 12, OFF, 6734, 12, OFF
5383, 12, ON, 5512, 13, ON
6241, 13, OFF, 6442, 13, OFF
5461, 18, ON, 5630, 13, ON
6192, 13, OFF, 6570, 13, OFF
5345, 13, ON, 5399, 13, ON
6340, 13, OFF, 6858, 13, OFF
5317, 11, ON, 5535, 13, ON
6328, 13, OFF, 6939, 13, OFF
5226, 14, ON, 5539, 14, ON
6166, 14, OFF, 6516, 14, OFF
5998, 14, ON, 5572, 14, ON
6399, 14, OFF, 6379, 14, OFF
5614, 14, ON, 5412, 14, ON
6268, 14, OFF, 6615, 14, OFF
5375, 14, ON, 5534, 14, ON
6323, 14, OFF, 6595, 14, OFF
4897, 15, ON, 5602, 15, ON
6172, 15, OFF, 6583, 15, OFF
5477, 15, ON, 5444, 15, ON
6231, 13, OFF, 6511, 15, OFF
4840, 15, ON, 5551, 15, ON
6054, 10, OFF, 6573, 15, OFF
5528, 15, ON, 5457, 15, ON
6158, 15, OFF, 6942, 15, OFF
5168, 16, ON, 5384, 16, ON
6450, 16, OFF, 6429, 16, OFF
5142, 13, ON, 5388, 16, ON
6401, 16, OFF, 6369, 16, OFF
5314, 0, ON, 5552, 16, ON
6531, 16, OFF, 6645, 16, OFF
5556, 17, ON, 5591, 16, ON
6123, 16, OFF, 6708, 16, OFF
4793, 25, ON, 5367, 17, ON
6461, 21, OFF, 6377, 17, OFF
5658, 16, ON, 5425, 17, ON
6402, 0, OFF, 6415, 17, OFF
6169, 17, ON, 5581, 17, ON
5855, 21, OFF, 6626, 17, OFF
5606, 16, ON, 5424, 17, ON
6399, 16, OFF, 6431, 17, OFF
5456, 0, ON, 5495, 18, ON
6566, 0, OFF, 6519, 18, OFF
5411, 0, ON, 5468, 18, ON
6070, 0, OFF, 6377, 18, OFF
5349, 18, ON, 5474, 18, ON
6894, 0, OFF, 6431, 18, OFF
5449, 18, ON, 5665, 18, ON
6458, 0, OFF, 6663, 18, OFF
4696, 17, ON, 5609, 19, ON
7285, 19, OFF, 6545, 19, OFF
3603, 17, ON, 5628, 19, ON
7223, 19, OFF, 6531, 19, OFF
4381, 19, ON, 5517, 19, ON
6201, 19, OFF, 6527, 19, OFF
4029, 17, ON, 5664, 19, ON
6110, 19, OFF, 6740, 19, OFF
6175, 2, ON, 5602, 2, ON
6485, 2, OFF, 6600, 2, OFF
5698, 13, ON, 5416, 2, ON
6345, 2, OFF, 6395, 2, OFF
5783, 21, ON, 5513, 2, ON
6421, 2, OFF, 6466, 2, OFF
5427, 8, ON, 5490, 2, ON
6344, 2, OFF, 6440, 2, OFF
5671, 20, ON, 5446, 20, ON
6205, 20, OFF, 6399, 20, OFF
5150, 20, ON, 5517, 20, ON
6367, 20, OFF, 6409, 20, OFF
5464, 20, ON, 5490, 20, ON
6250, 20, OFF, 6473, 20, OFF
5228, 24, ON, 5417, 20, ON
5901, 20, OFF, 6280, 20, OFF
5821, 17, ON, 5528, 21, ON
6236, 16, OFF, 6550, 21, OFF
5769, 16, ON, 5404, 21, ON
6225, 16, OFF, 6376, 21, OFF
5530, 16, ON, 5459, 21, ON
6200, 16, OFF, 6426, 21, OFF
5519, 16, ON, 5433, 21, ON
6191, 21, OFF, 6659, 21, OFF
4751, 22, ON, 5400, 22, ON
6513, 22, OFF, 6353, 22, OFF
5123, 22, ON, 5401, 22, ON
6298, 8, OFF, 6290, 22, OFF
4953, 22, ON, 5519, 22, ON
6555, 22, OFF, 6511, 22, OFF
3997, 20, ON, 5445, 22, ON
6006, 22, OFF, 6334, 22, OFF
5244, 23, ON, 5564, 23, ON
6648, 23, OFF, 6451, 23, OFF
5269, 0, ON, 5453, 23, ON
6011, 23, OFF, 6361, 23, OFF
5981, 23, ON, 5524, 23, ON
6012, 23, OFF, 6409, 23, OFF
5693, 23, ON, 5546, 23, ON
7229, 24, OFF, 6553, 23, OFF
5188, 14, ON, 5441, 24, ON
6092, 24, OFF, 6384, 24, OFF
4825, 24, ON, 5631, 24, ON
6228, 24, OFF, 6601, 24, OFF
5328, 14, ON, 5474, 24, ON
5802, 24, OFF, 6504, 24, OFF
5599, 23, ON, 5552, 24, ON
6345, 24, OFF, 7026, 24, OFF
5825, 25, ON, 5521, 25, ON
6280, 25, OFF, 6433, 25, OFF
5177, 19, ON, 5479, 25, ON
6005, 25, OFF, 6539, 25, OFF
5326, 0, ON, 5398, 25, ON
6515, 16, OFF, 6347, 25, OFF
5552, 17, ON, 5479, 25, ON
6462, 25, OFF, 6452, 25, OFF
5920, 3, ON, 5412, 3, ON
6131, 3, OFF, 6334, 3, OFF
5491, 3, ON, 5536, 3, ON
6366, 12, OFF, 6800, 3, OFF
5566, 3, ON, 5403, 3, ON
6245, 0, OFF, 6246, 3, OFF
4944, 18, ON, 5625, 3, ON
6407, 8, OFF, 6550, 3, OFF
5300, 4, ON, 5382, 4, ON
6332, 4, OFF, 6358, 4, OFF
5272, 4, ON, 5475, 4, ON
6386, 4, OFF, 6516, 4, OFF
5304, 4, ON, 5427, 4, ON
6399, 12, OFF, 6478, 4, OFF
5300, 4, ON, 5489, 4, ON
6416, 10, OFF, 6562, 4, OFF
5396, 5, ON, 5553, 5, ON
6039, 5, OFF, 6583, 5, OFF
5153, 12, ON, 5422, 5, ON
6027, 5, OFF, 6452, 5, OFF
5356, 5, ON, 5539, 5, ON
6130, 5, OFF, 6581, 5, OFF
5130, 5, ON, 5658, 5, ON
6072, 5, OFF, 6683, 5, OFF
5326, 18, ON, 5601, 6, ON
6307, 8, OFF, 6475, 6, OFF
5161, 12, ON, 5529, 6, ON
6290, 12, OFF, 6502, 6, OFF
5410, 8, ON, 5486, 6, ON
6058, 12, OFF, 6305, 6, OFF
5335, 18, ON, 5508, 6, ON
6212, 0, OFF, 6702, 6, OFF
5263, 0, ON, 5376, 7, ON
6241, 0, OFF, 6311, 7, OFF
5301, 0, ON, 5484, 7, ON
6520, 0, OFF, 6411, 7, OFF
5382, 0, ON, 5555, 7, ON
6461, 4, OFF, 6744, 7, OFF
5232, 18, ON, 5452, 7, ON
6449, 0, OFF, 6433, 7, OFF
5301, 0, ON, 5566, 8, ON
6225, 8, OFF, 6544, 8, OFF
5390, 8, ON, 5498, 8, ON
6352, 1, OFF, 6352, 8, OFF
5146, 18, ON, 5643, 8, ON
6382, 8, OFF, 6548, 8, OFF
5262, 8, ON, 5557, 8, ON
6289, 8, OFF, 6508, 8, OFF
4748, 0, ON, 5539, 9, ON
6341, 12, OFF, 6542, 9, OFF
6742, 9, ON, 5453, 9, ON
6133, 12, OFF, 6348, 9, OFF
5966, 9, ON, 5446, 9, ON
6380, 0, OFF, 6475, 9, OFF
4181, 18, ON, 5654, 9, ON
6111, 12, OFF, 6642, 9, OFF
Accuracy: 31.25, Detection Accuracy: 56.73, Classification Accuracy: 58.17, Event Type Accuracy: 100.00
