Evaluate score: [0.8597740622667166, 0.002765980316326022, 9.147143282461911e-05, 0.8766618967056274, 0.0, 1.0, 0.7980769276618958]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5588, 18, ON, 5591, 0, ON
6044, 0, OFF, 6623, 0, OFF
5621, 18, ON, 5580, 0, ON
6024, 0, OFF, 6584, 0, OFF
5685, 18, ON, 5551, 0, ON
6006, 0, OFF, 6611, 0, OFF
5623, 18, ON, 5603, 0, ON
6019, 0, OFF, 7094, 0, OFF
5091, 1, ON, 5374, 1, ON
6263, 1, OFF, 6290, 1, OFF
4980, 1, ON, 5562, 1, ON
6266, 1, OFF, 6409, 1, OFF
5270, 1, ON, 5564, 1, ON
6245, 1, OFF, 6944, 1, OFF
5359, 1, ON, 5616, 1, ON
6280, 1, OFF, 6597, 1, OFF
5379, 10, ON, 5383, 10, ON
6433, 10, OFF, 6320, 10, OFF
5345, 11, ON, 5463, 10, ON
6518, 11, OFF, 6430, 10, OFF
5429, 11, ON, 5627, 10, ON
6314, 11, OFF, 6569, 10, OFF
5492, 11, ON, 5514, 10, ON
6194, 11, OFF, 7009, 10, OFF
5320, 11, ON, 5488, 11, ON
6463, 11, OFF, 6529, 11, OFF
5296, 11, ON, 5483, 11, ON
6229, 11, OFF, 6461, 11, OFF
5425, 11, ON, 5508, 11, ON
6440, 11, OFF, 6512, 11, OFF
5357, 11, ON, 5456, 11, ON
6444, 11, OFF, 6451, 11, OFF
5630, 12, ON, 5538, 12, ON
6762, 12, OFF, 6556, 12, OFF
5947, 12, ON, 5513, 12, ON
6697, 12, OFF, 6481, 12, OFF
5565, 12, ON, 5529, 12, ON
6647, 12, OFF, 6514, 12, OFF
6017, 6, ON, 5569, 12, ON
6660, 12, OFF, 6734, 12, OFF
5426, 13, ON, 5512, 13, ON
6402, 13, OFF, 6442, 13, OFF
5205, 13, ON, 5630, 13, ON
6481, 11, OFF, 6570, 13, OFF
5610, 13, ON, 5399, 13, ON
6204, 11, OFF, 6858, 13, OFF
5438, 13, ON, 5535, 13, ON
6149, 11, OFF, 6939, 13, OFF
5654, 14, ON, 5539, 14, ON
6284, 14, OFF, 6516, 14, OFF
5079, 14, ON, 5572, 14, ON
6424, 14, OFF, 6379, 14, OFF
5416, 14, ON, 5412, 14, ON
6328, 14, OFF, 6615, 14, OFF
5781, 14, ON, 5534, 14, ON
6237, 14, OFF, 6595, 14, OFF
6394, 15, ON, 5602, 15, ON
6481, 15, OFF, 6583, 15, OFF
7063, 15, ON, 5444, 15, ON
6500, 15, OFF, 6511, 15, OFF
7676, 15, ON, 5551, 15, ON
6295, 15, OFF, 6573, 15, OFF
5722, 15, ON, 5457, 15, ON
5859, 15, OFF, 6942, 15, OFF
5424, 16, ON, 5384, 16, ON
5807, 16, OFF, 6429, 16, OFF
5515, 16, ON, 5388, 16, ON
6374, 16, OFF, 6369, 16, OFF
5635, 16, ON, 5552, 16, ON
7388, 21, OFF, 6645, 16, OFF
5531, 16, ON, 5591, 16, ON
7638, 21, OFF, 6708, 16, OFF
5767, 17, ON, 5367, 17, ON
6101, 17, OFF, 6377, 17, OFF
5558, 16, ON, 5425, 17, ON
6302, 17, OFF, 6415, 17, OFF
5725, 17, ON, 5581, 17, ON
8464, 17, OFF, 6626, 17, OFF
6018, 17, ON, 5424, 17, ON
6658, 17, OFF, 6431, 17, OFF
5424, 18, ON, 5495, 18, ON
5793, 18, OFF, 6519, 18, OFF
5440, 18, ON, 5468, 18, ON
5364, 18, OFF, 6377, 18, OFF
5445, 18, ON, 5474, 18, ON
6336, 18, OFF, 6431, 18, OFF
5801, 18, ON, 5665, 18, ON
7012, 18, OFF, 6663, 18, OFF
5322, 17, ON, 5609, 19, ON
9222, 19, OFF, 6545, 19, OFF
5390, 17, ON, 5628, 19, ON
8936, 19, OFF, 6531, 19, OFF
5708, 17, ON, 5517, 19, ON
9569, 17, OFF, 6527, 19, OFF
5372, 17, ON, 5664, 19, ON
8350, 17, OFF, 6740, 19, OFF
3599, 2, ON, 5602, 2, ON
6456, 2, OFF, 6600, 2, OFF
5414, 2, ON, 5416, 2, ON
6447, 2, OFF, 6395, 2, OFF
5533, 5, ON, 5513, 2, ON
6481, 2, OFF, 6466, 2, OFF
5486, 2, ON, 5490, 2, ON
6453, 2, OFF, 6440, 2, OFF
5193, 20, ON, 5446, 20, ON
6119, 20, OFF, 6399, 20, OFF
5243, 20, ON, 5517, 20, ON
6206, 20, OFF, 6409, 20, OFF
4878, 20, ON, 5490, 20, ON
5867, 20, OFF, 6473, 20, OFF
5797, 20, ON, 5417, 20, ON
6648, 20, OFF, 6280, 20, OFF
5715, 16, ON, 5528, 21, ON
6302, 21, OFF, 6550, 21, OFF
5565, 16, ON, 5404, 21, ON
6424, 16, OFF, 6376, 21, OFF
5713, 21, ON, 5459, 21, ON
6000, 21, OFF, 6426, 21, OFF
5682, 16, ON, 5433, 21, ON
6865, 21, OFF, 6659, 21, OFF
5066, 22, ON, 5400, 22, ON
6454, 22, OFF, 6353, 22, OFF
5001, 22, ON, 5401, 22, ON
7472, 22, OFF, 6290, 22, OFF
6115, 22, ON, 5519, 22, ON
7770, 22, OFF, 6511, 22, OFF
6101, 22, ON, 5445, 22, ON
7414, 22, OFF, 6334, 22, OFF
6358, 23, ON, 5564, 23, ON
7073, 23, OFF, 6451, 23, OFF
7360, 23, ON, 5453, 23, ON
5950, 23, OFF, 6361, 23, OFF
5856, 23, ON, 5524, 23, ON
6633, 23, OFF, 6409, 23, OFF
6451, 23, ON, 5546, 23, ON
1979, 24, OFF, 6553, 23, OFF
5827, 24, ON, 5441, 24, ON
6761, 24, OFF, 6384, 24, OFF
5064, 24, ON, 5631, 24, ON
5685, 24, OFF, 6601, 24, OFF
