Evaluate score: [0.4255578632538135, 0.0005243003251962364, 1.0233659395453287e-06, 0.4776735007762909, 0.0, 1.0, 0.8365384340286255]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5516, 0, ON, 5591, 0, ON
6292, 0, OFF, 6623, 0, OFF
5435, 0, ON, 5580, 0, ON
6268, 0, OFF, 6584, 0, OFF
5469, 0, ON, 5551, 0, ON
6217, 0, OFF, 6611, 0, OFF
5453, 18, ON, 5603, 0, ON
6337, 0, OFF, 7094, 0, OFF
5341, 1, ON, 5374, 1, ON
6314, 8, OFF, 6290, 1, OFF
5320, 1, ON, 5562, 1, ON
6298, 8, OFF, 6409, 1, OFF
5359, 1, ON, 5564, 1, ON
6261, 8, OFF, 6944, 1, OFF
5392, 1, ON, 5616, 1, ON
6314, 8, OFF, 6597, 1, OFF
5602, 10, ON, 5383, 10, ON
6425, 10, OFF, 6320, 10, OFF
5688, 10, ON, 5463, 10, ON
6486, 10, OFF, 6430, 10, OFF
5616, 10, ON, 5627, 10, ON
6495, 10, OFF, 6569, 10, OFF
5579, 10, ON, 5514, 10, ON
6661, 10, OFF, 7009, 10, OFF
5521, 11, ON, 5488, 11, ON
6550, 11, OFF, 6529, 11, OFF
5575, 11, ON, 5483, 11, ON
6448, 13, OFF, 6461, 11, OFF
5555, 11, ON, 5508, 11, ON
6585, 13, OFF, 6512, 11, OFF
5513, 11, ON, 5456, 11, ON
6477, 13, OFF, 6451, 11, OFF
5384, 12, ON, 5538, 12, ON
6354, 12, OFF, 6556, 12, OFF
5675, 12, ON, 5513, 12, ON
6147, 12, OFF, 6481, 12, OFF
5584, 12, ON, 5529, 12, ON
6301, 12, OFF, 6514, 12, OFF
5570, 12, ON, 5569, 12, ON
6280, 12, OFF, 6734, 12, OFF
5542, 13, ON, 5512, 13, ON
6468, 13, OFF, 6442, 13, OFF
5620, 13, ON, 5630, 13, ON
6387, 13, OFF, 6570, 13, OFF
5675, 13, ON, 5399, 13, ON
6638, 13, OFF, 6858, 13, OFF
5376, 13, ON, 5535, 13, ON
6620, 13, OFF, 6939, 13, OFF
5414, 14, ON, 5539, 14, ON
6530, 14, OFF, 6516, 14, OFF
5623, 14, ON, 5572, 14, ON
6339, 14, OFF, 6379, 14, OFF
5346, 14, ON, 5412, 14, ON
6369, 14, OFF, 6615, 14, OFF
6094, 14, ON, 5534, 14, ON
6684, 14, OFF, 6595, 14, OFF
5900, 15, ON, 5602, 15, ON
6443, 15, OFF, 6583, 15, OFF
6111, 15, ON, 5444, 15, ON
6544, 15, OFF, 6511, 15, OFF
6034, 15, ON, 5551, 15, ON
6536, 15, OFF, 6573, 15, OFF
6167, 15, ON, 5457, 15, ON
6737, 15, OFF, 6942, 15, OFF
5585, 16, ON, 5384, 16, ON
6368, 16, OFF, 6429, 16, OFF
5526, 16, ON, 5388, 16, ON
6559, 16, OFF, 6369, 16, OFF
