Evaluate score: [0.5407111730713111, 0.0004519892972894013, 2.0939849036949454e-06, 0.5812274217605591, 0.0, 1.0, 0.875]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5452, 0, ON, 5591, 0, ON
6269, 0, OFF, 6623, 0, OFF
5367, 0, ON, 5580, 0, ON
6336, 0, OFF, 6584, 0, OFF
5380, 0, ON, 5551, 0, ON
6233, 0, OFF, 6611, 0, OFF
5272, 18, ON, 5603, 0, ON
6416, 0, OFF, 7094, 0, OFF
5419, 1, ON, 5374, 1, ON
6163, 1, OFF, 6290, 1, OFF
5350, 1, ON, 5562, 1, ON
6226, 1, OFF, 6409, 1, OFF
5464, 1, ON, 5564, 1, ON
6257, 1, OFF, 6944, 1, OFF
5368, 1, ON, 5616, 1, ON
6326, 1, OFF, 6597, 1, OFF
5609, 10, ON, 5383, 10, ON
6396, 10, OFF, 6320, 10, OFF
5620, 10, ON, 5463, 10, ON
6382, 10, OFF, 6430, 10, OFF
5521, 10, ON, 5627, 10, ON
6430, 10, OFF, 6569, 10, OFF
5455, 10, ON, 5514, 10, ON
6451, 10, OFF, 7009, 10, OFF
5477, 11, ON, 5488, 11, ON
6489, 11, OFF, 6529, 11, OFF
5472, 11, ON, 5483, 11, ON
6380, 11, OFF, 6461, 11, OFF
5379, 11, ON, 5508, 11, ON
6510, 11, OFF, 6512, 11, OFF
5317, 11, ON, 5456, 11, ON
6454, 11, OFF, 6451, 11, OFF
5339, 12, ON, 5538, 12, ON
6639, 12, OFF, 6556, 12, OFF
5657, 12, ON, 5513, 12, ON
6222, 12, OFF, 6481, 12, OFF
5472, 12, ON, 5529, 12, ON
6379, 12, OFF, 6514, 12, OFF
5454, 12, ON, 5569, 12, ON
6597, 12, OFF, 6734, 12, OFF
5557, 13, ON, 5512, 13, ON
6412, 13, OFF, 6442, 13, OFF
5800, 13, ON, 5630, 13, ON
6401, 11, OFF, 6570, 13, OFF
5615, 13, ON, 5399, 13, ON
6523, 11, OFF, 6858, 13, OFF
5599, 13, ON, 5535, 13, ON
6482, 11, OFF, 6939, 13, OFF
5673, 14, ON, 5539, 14, ON
6427, 14, OFF, 6516, 14, OFF
5259, 14, ON, 5572, 14, ON
6317, 14, OFF, 6379, 14, OFF
5496, 14, ON, 5412, 14, ON
6377, 14, OFF, 6615, 14, OFF
5815, 14, ON, 5534, 14, ON
6771, 14, OFF, 6595, 14, OFF
4957, 15, ON, 5602, 15, ON
6501, 15, OFF, 6583, 15, OFF
5780, 15, ON, 5444, 15, ON
6514, 15, OFF, 6511, 15, OFF
6340, 15, ON, 5551, 15, ON
6519, 15, OFF, 6573, 15, OFF
4938, 15, ON, 5457, 15, ON
6495, 15, OFF, 6942, 15, OFF
5204, 16, ON, 5384, 16, ON
6437, 16, OFF, 6429, 16, OFF
5363, 16, ON, 5388, 16, ON
6411, 16, OFF, 6369, 16, OFF
5584, 21, ON, 5552, 16, ON
6724, 21, OFF, 6645, 16, OFF
5440, 16, ON, 5591, 16, ON
6497, 16, OFF, 6708, 16, OFF
5490, 17, ON, 5367, 17, ON
6386, 17, OFF, 6377, 17, OFF
5523, 21, ON, 5425, 17, ON
6182, 17, OFF, 6415, 17, OFF
5674, 17, ON, 5581, 17, ON
6261, 17, OFF, 6626, 17, OFF
5611, 16, ON, 5424, 17, ON
6349, 17, OFF, 6431, 17, OFF
5476, 18, ON, 5495, 18, ON
6667, 18, OFF, 6519, 18, OFF
5509, 18, ON, 5468, 18, ON
6796, 18, OFF, 6377, 18, OFF
5480, 18, ON, 5474, 18, ON
7134, 18, OFF, 6431, 18, OFF
5325, 0, ON, 5665, 18, ON
6494, 18, OFF, 6663, 18, OFF
5485, 17, ON, 5609, 19, ON
6308, 19, OFF, 6545, 19, OFF
5549, 17, ON, 5628, 19, ON
6585, 19, OFF, 6531, 19, OFF
5361, 19, ON, 5517, 19, ON
6817, 17, OFF, 6527, 19, OFF
5003, 19, ON, 5664, 19, ON
6007, 17, OFF, 6740, 19, OFF
5914, 2, ON, 5602, 2, ON
6401, 2, OFF, 6600, 2, OFF
5680, 2, ON, 5416, 2, ON
6332, 2, OFF, 6395, 2, OFF
5375, 2, ON, 5513, 2, ON
6338, 2, OFF, 6466, 2, OFF
5375, 2, ON, 5490, 2, ON
6351, 2, OFF, 6440, 2, OFF
5413, 20, ON, 5446, 20, ON
6294, 20, OFF, 6399, 20, OFF
5375, 20, ON, 5517, 20, ON
6244, 20, OFF, 6409, 20, OFF
5469, 20, ON, 5490, 20, ON
6221, 20, OFF, 6473, 20, OFF
5357, 20, ON, 5417, 20, ON
6026, 20, OFF, 6280, 20, OFF
5390, 21, ON, 5528, 21, ON
6499, 21, OFF, 6550, 21, OFF
5291, 21, ON, 5404, 21, ON
6540, 16, OFF, 6376, 21, OFF
5492, 21, ON, 5459, 21, ON
6429, 21, OFF, 6426, 21, OFF
5516, 21, ON, 5433, 21, ON
6463, 21, OFF, 6659, 21, OFF
5220, 22, ON, 5400, 22, ON
6407, 22, OFF, 6353, 22, OFF
5317, 22, ON, 5401, 22, ON
5955, 22, OFF, 6290, 22, OFF
5689, 22, ON, 5519, 22, ON
6098, 22, OFF, 6511, 22, OFF
5873, 22, ON, 5445, 22, ON
6387, 22, OFF, 6334, 22, OFF
5197, 23, ON, 5564, 23, ON
6516, 23, OFF, 6451, 23, OFF
5457, 23, ON, 5453, 23, ON
6065, 23, OFF, 6361, 23, OFF
5429, 23, ON, 5524, 23, ON
6749, 23, OFF, 6409, 23, OFF
5391, 23, ON, 5546, 23, ON
5686, 24, OFF, 6553, 23, OFF
5598, 24, ON, 5441, 24, ON
6242, 24, OFF, 6384, 24, OFF
5551, 24, ON, 5631, 24, ON
6441, 24, OFF, 6601, 24, OFF
5579, 24, ON, 5474, 24, ON
6002, 24, OFF, 6504, 24, OFF
5533, 24, ON, 5552, 24, ON
6400, 24, OFF, 7026, 24, OFF
5445, 25, ON, 5521, 25, ON
6504, 25, OFF, 6433, 25, OFF
6206, 25, ON, 5479, 25, ON
6592, 25, OFF, 6539, 25, OFF
5182, 25, ON, 5398, 25, ON
6735, 25, OFF, 6347, 25, OFF
5908, 25, ON, 5479, 25, ON
6635, 25, OFF, 6452, 25, OFF
5399, 3, ON, 5412, 3, ON
6240, 6, OFF, 6334, 3, OFF
5445, 6, ON, 5536, 3, ON
6236, 6, OFF, 6800, 3, OFF
5588, 6, ON, 5403, 3, ON
6249, 6, OFF, 6246, 3, OFF
5456, 5, ON, 5625, 3, ON
6349, 6, OFF, 6550, 3, OFF
5415, 4, ON, 5382, 4, ON
6212, 4, OFF, 6358, 4, OFF
5464, 4, ON, 5475, 4, ON
6474, 4, OFF, 6516, 4, OFF
5465, 4, ON, 5427, 4, ON
6272, 4, OFF, 6478, 4, OFF
5430, 4, ON, 5489, 4, ON
6411, 4, OFF, 6562, 4, OFF
5384, 5, ON, 5553, 5, ON
5984, 5, OFF, 6583, 5, OFF
5322, 5, ON, 5422, 5, ON
5958, 5, OFF, 6452, 5, OFF
5602, 5, ON, 5539, 5, ON
6018, 5, OFF, 6581, 5, OFF
5463, 5, ON, 5658, 5, ON
6036, 5, OFF, 6683, 5, OFF
5515, 5, ON, 5601, 6, ON
6262, 6, OFF, 6475, 6, OFF
5587, 6, ON, 5529, 6, ON
6333, 6, OFF, 6502, 6, OFF
5674, 6, ON, 5486, 6, ON
6240, 6, OFF, 6305, 6, OFF
5698, 6, ON, 5508, 6, ON
6394, 6, OFF, 6702, 6, OFF
5406, 7, ON, 5376, 7, ON
6239, 7, OFF, 6311, 7, OFF
5162, 7, ON, 5484, 7, ON
6351, 7, OFF, 6411, 7, OFF
5230, 7, ON, 5555, 7, ON
6444, 7, OFF, 6744, 7, OFF
5108, 7, ON, 5452, 7, ON
6297, 7, OFF, 6433, 7, OFF
5502, 8, ON, 5566, 8, ON
6082, 8, OFF, 6544, 8, OFF
5561, 8, ON, 5498, 8, ON
6061, 8, OFF, 6352, 8, OFF
5652, 8, ON, 5643, 8, ON
6046, 8, OFF, 6548, 8, OFF
5598, 8, ON, 5557, 8, ON
6174, 8, OFF, 6508, 8, OFF
5137, 9, ON, 5539, 9, ON
6278, 9, OFF, 6542, 9, OFF
5094, 12, ON, 5453, 9, ON
6175, 9, OFF, 6348, 9, OFF
5315, 12, ON, 5446, 9, ON
6376, 9, OFF, 6475, 9, OFF
5175, 5, ON, 5654, 9, ON
6258, 9, OFF, 6642, 9, OFF
Accuracy: 64.90, Detection Accuracy: 72.60, Classification Accuracy: 87.50, Event Type Accuracy: 100.00
