Evaluate score: [0.23865802786671197, 0.0008844881085678935, 8.514927429814634e-08, 0.23248814046382904, 0.0, 1.0, 0.9038461446762085]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5030, 0, ON, 5591, 0, ON
5945, 0, OFF, 6623, 0, OFF
5013, 0, ON, 5580, 0, ON
5909, 0, OFF, 6584, 0, OFF
5053, 0, ON, 5551, 0, ON
5943, 0, OFF, 6611, 0, OFF
5055, 18, ON, 5603, 0, ON
5868, 0, OFF, 7094, 0, OFF
4588, 1, ON, 5374, 1, ON
6163, 1, OFF, 6290, 1, OFF
4631, 1, ON, 5562, 1, ON
6151, 1, OFF, 6409, 1, OFF
4478, 1, ON, 5564, 1, ON
6018, 1, OFF, 6944, 1, OFF
4717, 1, ON, 5616, 1, ON
6070, 1, OFF, 6597, 1, OFF
6140, 10, ON, 5383, 10, ON
6295, 10, OFF, 6320, 10, OFF
6191, 10, ON, 5463, 10, ON
6166, 10, OFF, 6430, 10, OFF
5981, 11, ON, 5627, 10, ON
6160, 10, OFF, 6569, 10, OFF
6051, 11, ON, 5514, 10, ON
6260, 10, OFF, 7009, 10, OFF
5662, 11, ON, 5488, 11, ON
6116, 11, OFF, 6529, 11, OFF
5916, 11, ON, 5483, 11, ON
6086, 11, OFF, 6461, 11, OFF
5761, 11, ON, 5508, 11, ON
6199, 11, OFF, 6512, 11, OFF
5850, 11, ON, 5456, 11, ON
6176, 11, OFF, 6451, 11, OFF
5403, 12, ON, 5538, 12, ON
6001, 12, OFF, 6556, 12, OFF
5563, 12, ON, 5513, 12, ON
5942, 12, OFF, 6481, 12, OFF
5419, 12, ON, 5529, 12, ON
5916, 12, OFF, 6514, 12, OFF
5434, 12, ON, 5569, 12, ON
5700, 12, OFF, 6734, 12, OFF
6774, 13, ON, 5512, 13, ON
6181, 13, OFF, 6442, 13, OFF
7010, 13, ON, 5630, 13, ON
6103, 13, OFF, 6570, 13, OFF
6495, 13, ON, 5399, 13, ON
6060, 13, OFF, 6858, 13, OFF
6888, 13, ON, 5535, 13, ON
6211, 13, OFF, 6939, 13, OFF
4032, 14, ON, 5539, 14, ON
6779, 14, OFF, 6516, 14, OFF
3891, 14, ON, 5572, 14, ON
6757, 14, OFF, 6379, 14, OFF
4165, 14, ON, 5412, 14, ON
6913, 14, OFF, 6615, 14, OFF
4047, 14, ON, 5534, 14, ON
6812, 14, OFF, 6595, 14, OFF
4496, 15, ON, 5602, 15, ON
6161, 15, OFF, 6583, 15, OFF
3554, 15, ON, 5444, 15, ON
6054, 15, OFF, 6511, 15, OFF
4403, 15, ON, 5551, 15, ON
5986, 15, OFF, 6573, 15, OFF
4693, 15, ON, 5457, 15, ON
6149, 15, OFF, 6942, 15, OFF
6290, 21, ON, 5384, 16, ON
6719, 16, OFF, 6429, 16, OFF
6142, 21, ON, 5388, 16, ON
6751, 16, OFF, 6369, 16, OFF
6229, 16, ON, 5552, 16, ON
6303, 21, OFF, 6645, 16, OFF
5958, 16, ON, 5591, 16, ON
6413, 21, OFF, 6708, 16, OFF
5006, 17, ON, 5367, 17, ON
6418, 17, OFF, 6377, 17, OFF
5566, 16, ON, 5425, 17, ON
6139, 17, OFF, 6415, 17, OFF
5020, 16, ON, 5581, 17, ON
6530, 17, OFF, 6626, 17, OFF
5662, 17, ON, 5424, 17, ON
6384, 17, OFF, 6431, 17, OFF
5194, 0, ON, 5495, 18, ON
3549, 18, OFF, 6519, 18, OFF
5183, 0, ON, 5468, 18, ON
3810, 18, OFF, 6377, 18, OFF
5151, 0, ON, 5474, 18, ON
4913, 18, OFF, 6431, 18, OFF
5074, 18, ON, 5665, 18, ON
5364, 18, OFF, 6663, 18, OFF
4576, 17, ON, 5609, 19, ON
6277, 19, OFF, 6545, 19, OFF
4263, 17, ON, 5628, 19, ON
6287, 19, OFF, 6531, 19, OFF
4140, 17, ON, 5517, 19, ON
6417, 25, OFF, 6527, 19, OFF
4029, 17, ON, 5664, 19, ON
6164, 25, OFF, 6740, 19, OFF
5193, 2, ON, 5602, 2, ON
6063, 2, OFF, 6600, 2, OFF
4441, 2, ON, 5416, 2, ON
6128, 2, OFF, 6395, 2, OFF
6254, 2, ON, 5513, 2, ON
6115, 2, OFF, 6466, 2, OFF
5688, 2, ON, 5490, 2, ON
6148, 2, OFF, 6440, 2, OFF
6072, 20, ON, 5446, 20, ON
6435, 20, OFF, 6399, 20, OFF
5572, 20, ON, 5517, 20, ON
6426, 20, OFF, 6409, 20, OFF
5220, 20, ON, 5490, 20, ON
5950, 20, OFF, 6473, 20, OFF
5817, 20, ON, 5417, 20, ON
6416, 20, OFF, 6280, 20, OFF
5993, 16, ON, 5528, 21, ON
6232, 21, OFF, 6550, 21, OFF
6232, 21, ON, 5404, 21, ON
6281, 16, OFF, 6376, 21, OFF
5965, 21, ON, 5459, 21, ON
6649, 21, OFF, 6426, 21, OFF
6383, 21, ON, 5433, 21, ON
6323, 21, OFF, 6659, 21, OFF
4672, 22, ON, 5400, 22, ON
7560, 22, OFF, 6353, 22, OFF
4483, 22, ON, 5401, 22, ON
6932, 22, OFF, 6290, 22, OFF
4396, 22, ON, 5519, 22, ON
6000, 22, OFF, 6511, 22, OFF
3884, 22, ON, 5445, 22, ON
6825, 22, OFF, 6334, 22, OFF
5111, 23, ON, 5564, 23, ON
6676, 23, OFF, 6451, 23, OFF
5241, 23, ON, 5453, 23, ON
6322, 23, OFF, 6361, 23, OFF
5461, 23, ON, 5524, 23, ON
6842, 23, OFF, 6409, 23, OFF
5394, 23, ON, 5546, 23, ON
6709, 23, OFF, 6553, 23, OFF
6127, 24, ON, 5441, 24, ON
6869, 24, OFF, 6384, 24, OFF
6295, 24, ON, 5631, 24, ON
7042, 24, OFF, 6601, 24, OFF
6010, 24, ON, 5474, 24, ON
6462, 24, OFF, 6504, 24, OFF
6206, 24, ON, 5552, 24, ON
5949, 24, OFF, 7026, 24, OFF
4992, 25, ON, 5521, 25, ON
5897, 25, OFF, 6433, 25, OFF
4608, 25, ON, 5479, 25, ON
6375, 25, OFF, 6539, 25, OFF
4281, 25, ON, 5398, 25, ON
5786, 25, OFF, 6347, 25, OFF
4276, 25, ON, 5479, 25, ON
6156, 25, OFF, 6452, 25, OFF
4899, 3, ON, 5412, 3, ON
6150, 3, OFF, 6334, 3, OFF
4959, 3, ON, 5536, 3, ON
6039, 3, OFF, 6800, 3, OFF
4814, 3, ON, 5403, 3, ON
6158, 3, OFF, 6246, 3, OFF
4877, 3, ON, 5625, 3, ON
6074, 3, OFF, 6550, 3, OFF
5061, 4, ON, 5382, 4, ON
5981, 4, OFF, 6358, 4, OFF
4952, 4, ON, 5475, 4, ON
5931, 4, OFF, 6516, 4, OFF
4926, 4, ON, 5427, 4, ON
5879, 4, OFF, 6478, 4, OFF
5072, 4, ON, 5489, 4, ON
5904, 4, OFF, 6562, 4, OFF
5577, 5, ON, 5553, 5, ON
5885, 5, OFF, 6583, 5, OFF
5347, 5, ON, 5422, 5, ON
5871, 5, OFF, 6452, 5, OFF
5632, 5, ON, 5539, 5, ON
5863, 5, OFF, 6581, 5, OFF
5698, 5, ON, 5658, 5, ON
5828, 5, OFF, 6683, 5, OFF
5989, 6, ON, 5601, 6, ON
5922, 6, OFF, 6475, 6, OFF
6041, 6, ON, 5529, 6, ON
5900, 6, OFF, 6502, 6, OFF
6141, 6, ON, 5486, 6, ON
6072, 6, OFF, 6305, 6, OFF
5805, 6, ON, 5508, 6, ON
5785, 6, OFF, 6702, 6, OFF
5122, 7, ON, 5376, 7, ON
6118, 7, OFF, 6311, 7, OFF
5141, 7, ON, 5484, 7, ON
6065, 7, OFF, 6411, 7, OFF
5142, 7, ON, 5555, 7, ON
5980, 7, OFF, 6744, 7, OFF
5118, 7, ON, 5452, 7, ON
6053, 7, OFF, 6433, 7, OFF
5140, 8, ON, 5566, 8, ON
6022, 8, OFF, 6544, 8, OFF
5097, 8, ON, 5498, 8, ON
6128, 8, OFF, 6352, 8, OFF
4825, 8, ON, 5643, 8, ON
6026, 8, OFF, 6548, 8, OFF
4841, 8, ON, 5557, 8, ON
6080, 8, OFF, 6508, 8, OFF
4503, 9, ON, 5539, 9, ON
5364, 9, OFF, 6542, 9, OFF
3795, 9, ON, 5453, 9, ON
5516, 9, OFF, 6348, 9, OFF
4061, 9, ON, 5446, 9, ON
5286, 9, OFF, 6475, 9, OFF
4825, 9, ON, 5654, 9, ON
5300, 9, OFF, 6642, 9, OFF
Accuracy: 18.27, Detection Accuracy: 19.71, Classification Accuracy: 90.38, Event Type Accuracy: 100.00
